	chao1	shannon	observed_otus
1.21.M02.M.742209	281.434782609	4.2182723873	191.0
4.02.M03.M.743553	566.535714286	5.37432570689	320.0
4.22.M03.M.742333	386.923076923	4.96399156091	270.0
2.29.M02.M.742834	234.619047619	4.04348823685	169.0
3.22.M03.M.743481	382.5	5.1237091796	267.0
4.20.M03.M.743422	416.078947368	4.94438745866	291.0
2.28.M02.M.742286	311.333333333	4.27733206637	181.0
2.08.M02.M.742662	285.888888889	4.54003013746	199.0
2.14.M03.M.742246	367.322580645	4.76075631201	241.0
2.04.M03.M.742790	324.516129032	3.6233590087	220.0
2.12.M02.M.742491	405.0	4.64385169994	219.0
2.12.F01.M.9A.742889	274.142857143	3.79620428568	172.0
1.24.M03.M.743220	515.55	4.78110821497	258.0
2.05.M02.M.742807	327.965517241	4.63500418364	219.0
2.29.M03.M.742884	274.441176471	4.63965084146	217.0
1.31.M01.M.743598	333.25	3.9071665379	226.0
2.15.M02.M.742385	326.045454545	3.93716215593	186.0
3.02.M03.M.742740	369.5	4.66207941931	233.0
3.19.M03.M.742806	470.285714286	5.09699306595	283.0
1.16.M03.M.743034	257.294117647	4.20372087899	198.0
2.10.M01.M.743159	356.5	4.97056653213	249.0
2.05.M03.M.742825	273.317073171	4.10420473958	221.0
1.13.M03.M.742989	318.157894737	4.59366326011	249.0
1.26.M02.M.743635	240.032258065	4.15797621404	181.0
1.25.M02.M.742151	298.12	4.14501584971	193.0
3.31.M03.M.742906	469.303030303	5.45674809877	307.0
2.11.M03.M.742515	291.87804878	4.42216750971	226.0
2.19.M03.M.742132	337.5	4.24120894597	210.0
2.21.M02.M.742832	259.538461538	4.01870435767	182.0
4.25.M03.M.742628	295.028571429	4.47838894292	222.0
2.09.M02.M.742229	350.0	4.85615290914	234.0
1.24.F01.M.742197	250.823529412	4.24638575312	197.0
4.18.M03.M.742898	341.433333333	4.14988709039	228.0
1.26.F01.M.743099	312.75	4.27072923296	215.0
4.17.M03.M.742139	464.583333333	4.97333793166	295.0
2.16.M02.M.742998	316.538461538	4.29628811354	195.0
2.05.M01.M.742897	428.576923077	4.82225735728	242.0
4.29.M03.M.742558	434.620689655	4.47984826123	257.0
4.21.M03.M.742341	411.090909091	4.95842392403	255.0
1.26.M03.M.743640	415.285714286	4.69079212779	285.0
1.23.M02.M.742187	315.24	4.30616154133	192.0
2.08.M03.M.743151	350.535714286	4.18707305688	220.0
2.23.M03.M.743357	391.882352941	5.33243917763	308.0
2.14.M01.M.742554	338.34375	4.17737351282	232.0
1.30.M03.M.742182	434.533333333	4.80685308054	256.0
3.21.M03.M.742570	337.0	4.34287823901	229.0
1.19.M03.M.742537	361.681818182	3.95781703642	207.0
2.03.M02.M.743319	292.363636364	4.09504990674	206.0
4.06.M01.M.743255	419.130434783	4.53677118545	225.0
2.17.M02.M.743308	390.857142857	4.66644878912	228.0
2.24.M01.M.743593	419.333333333	4.54193821791	236.0
4.14.M03.M.742591	376.621621622	4.81570906003	261.0
4.24.M03.M.743174	286.088235294	4.35012215153	213.0
2.04.M02.M.742644	352.869565217	4.56022593377	212.0
1.27.M01.MO.742670	331.535714286	4.67205519943	210.0
3.19.M01.M.743347	380.05	4.33754293725	214.0
3.23.M01.M.743300	341.75	4.39744717721	193.0
1.14.M03.M.742815	375.263157895	4.4319096242	245.0
4.19.M01.M.743490	347.538461538	4.31145914285	226.0
2.20.M01.M.742771	410.483870968	4.4728063026	254.0
2.11.M01.M.742819	325.24137931	4.66267969985	219.0
2.08.M01.M.743285	305.620689655	4.35289341604	215.0
3.26.M03.M.743083	337.885714286	4.37762336886	231.0
4.25.M01.M.742702	259.322580645	3.30395168799	188.0
4.05.M03.M.743374	354.0	4.03242171029	249.0
3.10.M01.M.742642	330.5	4.24925359278	194.0
3.16.M01.M.743232	389.487179487	4.65634858046	260.0
3.21.M01.M.742350	309.527777778	4.15951111904	215.0
3.31.M01.M.743264	233.0	3.99769187215	172.0
1.31.M03.M.742137	407.857142857	5.07598425678	290.0
4.03.M03.M.743515	301.125	4.05781815079	219.0
4.17.M01.S1354.742504	678.140625	5.4278406727	432.0
3.23.M01.S0010.742855	849.571428571	6.26366295821	580.0
1.25.M03.S.11A.743057	914.833333333	6.04066550547	580.0
2.26.M01.S648.742383	819.875	5.92516779489	516.0
2.14.M03.S.645A.743061	1041.87323944	6.40654211156	607.0
2.20.M01.S6.743339	911.238636364	6.07850817473	566.0
3.26.M01.S730.742997	818.803278689	5.45901622247	486.0
4.27.M03.S.1P.743463	819.75	3.91022110719	456.0
2.16.M01.S5.743530	959.961538462	6.41410195835	583.0
1.31.M02.S.742369	915.539473684	5.9289197444	566.0
3.10.M01.S910.743379	879.85	5.72467271733	500.0
2.11.F01.S700A.742484	813.615384615	5.28291788567	476.0
2.18.M01.S2.743368	946.213333333	6.47015696121	567.0
3.24.M01.S726.742267	942.012345679	5.88635197108	573.0
2.16.M02.SA.743458	809.078651685	6.23874665121	553.0
3.18.M01.S1520.743327	812.638888889	5.77759969728	502.0
1.25.M02.S345P.743273	962.577464789	6.0362939343	562.0
1.25.F01.S1015A.742713	745.927710843	5.60392444708	494.0
4.23.M01.S1252.742808	643.176470588	5.6331989557	462.0
2.16.M01.S3.742331	827.677419355	6.4780011828	578.0
3.22.M01.S1243.742577	1035.22535211	5.92968501393	561.0
2.24.M01.S1646.742178	983.942307692	5.93675062126	495.0
4.30.M03.S.400P.742704	816.109756098	4.52097232235	525.0
3.27.M01.S700.743172	916.918032787	5.71732649826	522.0
4.16.M01.S1822.742833	884.697368421	6.24669468164	559.0
2.16.F01.S2030.743498	778.352941176	5.36924205221	441.0
3.11.F01.S800.743018	794.927710843	5.95132579217	543.0
2.07.M01.S1.743240	1066.1641791	6.26904961003	579.0
1.31.F01.S745A.742743	648.052631579	4.97506532266	399.0
3.31.F01.S1200.743176	745.06	5.17421195806	430.0
2.19.F01.S1500.743082	719.52173913	5.25572267838	451.0
4.02.M01.S1310.743545	877.576923077	6.0410195517	537.0
2.23.M03.S.1130P.742756	826.783783784	4.86700743942	513.0
3.16.F01.S730.742878	854.513157895	5.6473536315	517.0
2.22.M01.S2.742306	659.551724138	5.33924442974	406.0
2.16.M02.SB.742265	916.279069767	6.26454171042	580.0
2.09.F01.S1020P.742538	764.518518519	5.24953075264	439.0
1.30.M01.S2.742557	842.092105263	5.98525621701	528.0
1.19.M01.S1.742545	954.42	5.80243838802	477.0
3.25.M01.S830.742874	994.247058824	6.11222048741	592.0
3.30.M03.S.8P.742810	1086.41	6.19640662805	676.0
2.10.M02.SA.742896	842.703703704	5.74619944655	548.0
1.24.F01.S.743001	741.029411765	5.37389145072	460.0
3.26.M01.S1437.742672	927.138888889	5.81003049279	542.0
3.13.F01.S800.742428	730.8	5.08773718609	455.0
2.24.M01.S1534.742318	754.652173913	5.72611876394	472.0
3.22.M01.S400.743348	897.443181818	6.31757286811	585.0
2.24.F01.M.742893	223.352941176	4.3911089092	157.0
1.18.F01.S.742243	642.458333333	5.19969695503	431.0
1.31.M02.M.743225	332.344827586	3.81240879862	215.0
1.23.M01.M.743523	272.551724138	4.36060128847	194.0
2.28.F01.M.742993	241.0	4.08832975884	157.0
1.31.F01.M.743275	359.285714286	4.66000192672	205.0
1.22.M02.S645P.743265	847.518518519	6.56220563235	574.0
2.15.M01.M.743402	341.375	4.38376583188	213.0
2.26.M03.M.743394	444.230769231	4.66611804545	250.0
4.13.M03.M.742605	502.0	4.82699115197	280.0
3.30.F01.S900.743147	419.258064516	4.06280431632	319.0
1.21.F01.M.742505	267.444444444	4.84371191229	188.0
2.03.M01.M.743554	311.884615385	4.33552350587	208.0
2.08.F01.M.743161	364.526315789	3.82841788802	194.0
2.27.F01.M.742262	279.153846154	4.32398273388	152.0
2.16.F01.M.742323	287.772727273	4.31106979857	178.0
3.13.F01.M.742719	299.166666667	4.48487744062	165.0
2.21.F01.M.743440	238.956521739	4.21642816701	162.0
1.25.F01.M.743299	362.5	4.5712321323	203.0
2.09.F01.M.630A.743459	257.206896552	4.17718358628	192.0
2.22.F01.M.743115	344.6	3.98338375594	143.0
2.29.F01.M.743595	289.689655172	4.61028294324	194.0
2.26.F01.M.742283	214.125	4.29201271062	166.0
1.27.F01.M.743507	351.0	4.76357726174	208.0
1.29.F01.M.742943	387.214285714	4.76777587146	189.0
3.06.F01.M.742236	330.869565217	4.39634946095	190.0
2.13.F01.M.743227	279.434782609	3.79283546934	189.0
3.11.F01.M.742251	324.3	4.06291344777	178.0
2.03.F01.M.742479	335.0	4.59448497577	193.0
2.07.M01.M.743390	334.913043478	4.43334686393	211.0
2.29.M01.M.743325	403.333333333	4.15848279685	205.0
2.06.M02.M.742766	331.055555556	3.90912197438	193.0
3.27.M03.M.743567	325.1	3.91624642246	225.0
1.20.M02.M.742979	325.464285714	4.50880587143	229.0
2.17.F01.M.742994	250.607142857	4.16374561717	174.0
1.25.M01.M.742876	326.517241379	4.03679463095	212.0
2.01.F01.M.743398	413.5	4.61209139456	191.0
2.02.F01.M.743392	271.896551724	4.54695816233	191.0
2.16.M01.M.743608	361.034482759	4.54269725253	226.0
2.17.M01.M.743060	350.75	3.55432082104	202.0
3.09.M01.M.M.743269	354.15625	4.6308087862	229.0
1.30.F01.M.742684	313.75	4.37215965016	195.0
1.28.M01.M.743323	320.529411765	4.55821735213	218.0
2.13.M02.M.743118	274.0	3.58375883992	178.0
2.06.M01.M.742802	416.136363636	4.78708709631	250.0
3.05.F01.M.742296	235.142857143	4.19333934383	167.0
2.07.M02.M.743329	294.666666667	4.15402452098	200.0
2.14.F01.M.743244	316.25	3.74985410471	192.0
3.22.M01.M.743041	269.090909091	4.3227270477	198.0
3.05.M01.M.743252	358.394736842	4.41055604961	253.0
3.23.M03.M.742227	327.529411765	5.05139463762	264.0
2.22.M01.M.742144	370.884615385	4.4412891682	227.0
2.22.M02.M.743040	390.333333333	3.98658048322	192.0
3.12.M01.M.DENTIST.742524	332.730769231	4.2287587331	205.0
1.28.F01.M.743231	302.576923077	4.37113414945	207.0
1.24.M01.M.742321	273.666666667	4.03768533253	172.0
3.18.M03.M.743262	360.341463415	4.48646668944	256.0
1.18.M03.M.743235	342.0	4.30418589134	219.0
1.19.F01.M.743030	438.5	4.23748857375	284.0
1.21.M01.M.742365	342.90625	4.63339300907	226.0
1.28.M02.M.743261	274.2	4.3318425691	191.0
2.09.M01.M.743309	305.1	4.11362386938	205.0
2.12.M01.M.742859	319.25	4.57768037732	212.0
2.27.M03.M.743395	444.636363636	4.4374917392	276.0
1.27.M02.M.742289	372.045454545	4.16783986372	202.0
1.29.M02.M.742779	307.541666667	4.54144728477	204.0
2.26.M01.M.742418	288.615384615	3.92670905434	179.0
2.24.M03.M.742699	419.6875	4.91403274238	265.0
3.04.F01.M.743056	243.55	3.87348362713	158.0
3.10.F01.M.742948	340.5	4.3560335757	198.0
1.19.M02.M.743576	296.166666667	3.94576347646	177.0
4.18.M01.M.742731	307.24	4.01184433455	205.0
2.10.F01.M.743173	234.6	2.83590100114	173.0
1.27.M03.M.742621	470.033333333	4.8103679294	281.0
1.30.M01.M.742677	301.277777778	4.60696744086	220.0
2.15.F01.M.743114	278.954545455	4.34335243183	193.0
2.02.M02.M.742149	275.333333333	3.81125477957	178.0
2.27.M02.M.743128	280.0	3.69870655918	169.0
3.29.M01.M.742128	287.12	4.12574195512	182.0
4.07.M03.M.743580	441.714285714	4.75783621281	238.0
2.20.M03.M.742309	436.666666667	4.62024008528	257.0
3.27.M01.M.742996	355.884615385	4.33843723948	212.0
2.21.M01.M.743585	347.333333333	3.79640068172	189.0
2.15.M03.M.743506	410.923076923	5.14941862615	284.0
2.13.M03.M.742212	341.0	4.13911242668	218.0
3.18.M01.M.742392	370.047619048	4.16610816984	196.0
2.28.M03.M.742303	413.25	4.59204228171	240.0
2.01.M01.M.743601	334.903225806	3.84176451439	217.0
1.22.M02.M.742694	235.0	4.37573764185	178.0
4.15.M03.M.743521	390.681818182	4.81239581516	236.0
4.10.M03.M.743016	372.243243243	4.39775032148	249.0
3.25.M01.M.742206	379.285714286	4.02455896283	197.0
3.28.M03.M.742481	325.125	3.67015954397	200.0
2.04.F01.M.743363	270.625	3.71149490155	160.0
2.06.M03.M.743002	412.807692308	3.54796378966	230.0
2.21.M03.M.743365	407.12	4.59103370269	236.0
2.18.F01.M.742805	237.956521739	4.33241678861	171.0
4.23.M03.M.742760	402.0	5.10714935249	292.0
4.06.M03.M.743136	376.0	5.06726790779	262.0
3.15.M01.M.743065	310.105263158	3.62072117032	183.0
2.13.M01.M.743023	418.161290323	4.63551732426	252.0
2.19.F01.M.742736	267.285714286	4.4391991587	193.0
4.22.M01.M.742172	319.12	3.87223764501	199.0
3.02.F01.M.743049	345.235294118	4.37016694527	182.0
1.24.M02.M.742950	287.307692308	3.94345889751	189.0
2.12.F01.M.2200.743503	270.037037037	4.06247773022	193.0
3.01.M01.M.a.742848	317.052631579	2.53146629787	171.0
3.06.M01.M.743371	337.527777778	4.64458048095	243.0
3.08.F01.M.743280	274.5	4.23741833811	174.0
2.22.M03.M.742486	372.916666667	5.05062772452	269.0
2.03.M03.M.742877	284.888888889	4.14657440482	198.0
4.04.M03.M.742977	406.260869565	4.62246914711	236.0
1.17.M03.M.743464	387.275	4.80702113281	266.0
3.12.F01.M.742190	252.25	4.02921750562	166.0
2.01.M02.M.742360	363.565217391	4.29156944994	212.0
2.06.F01.M.743634	247.0	3.9766141261	160.0
4.14.M01.M.742864	306.615384615	3.42848276109	197.0
2.20.F01.M.742492	324.571428571	4.50743349828	176.0
3.25.M03.M.743087	414.25	4.30746203233	241.0
1.29.M01.M.742861	483.375	4.09372341807	216.0
4.07.M01.M.743071	392.043478261	3.45617481497	202.0
4.26.M03.M.743127	298.857142857	4.17725138432	205.0
3.29.M03.M.742750	273.551724138	3.69400098531	195.0
1.22.F01.M.742967	379.875	4.23832359298	224.0
4.30.M03.M.743274	478.0625	4.38063683696	266.0
1.18.M01.M.743307	297.4375	3.33536972462	206.0
3.15.F01.M.742786	258.047619048	4.29140875502	168.0
4.16.M03.M.743207	481.756756757	4.82685178633	292.0
4.10.M01.M.743236	472.028571429	4.76822288657	288.0
4.08.M01.M.742436	279.884615385	2.6638932594	176.0
2.07.M03.M.743052	352.636363636	3.67916076075	209.0
3.07.F01.M.742753	262.375	4.25988428543	173.0
1.23.M03.M.743182	354.161290323	4.57153994287	239.0
3.09.F01.M.743234	241.55	4.49364299551	156.0
4.09.M01.M.742657	314.451612903	2.95580287861	202.0
1.20.M03.M.743434	365.157894737	4.62944197439	255.0
3.14.F01.M.742680	418.428571429	4.24132221196	187.0
2.18.M01.M.742610	317.285714286	4.63947804571	227.0
1.25.M03.M.743066	380.196078431	4.8259375043	287.0
4.16.M01.M.743004	243.222222222	3.64109397423	182.0
1.18.F01.M.743617	348.517241379	4.53315396707	234.0
1.20.F01.M.743283	303.090909091	4.28338166528	219.0
1.23.F01.M.743033	364.0	4.3694687923	202.0
2.01.M03.M.743483	338.947368421	4.48360035845	245.0
3.20.M03.M.743003	290.5	3.70080058719	198.0
2.12.M03.M.743607	291.75	4.02267935088	203.0
4.17.M01.M.743029	310.3	4.19487378932	193.0
2.18.M03.M.743637	375.6	4.96026398371	248.0
3.08.M01.M.742293	318.730769231	2.99962429212	191.0
2.17.M03.M.743106	375.228571429	4.81977904491	253.0
4.11.M01.FH.743404	512.285714286	5.85105593277	349.0
2.09.M01.LH.742920	823.097560976	6.02146720064	532.0
1.31.M03.FH.742733	733.772727273	6.0666476176	459.0
4.18.M03.RH.743578	1295.79439252	6.44940498448	896.0
2.21.M02.RH.742324	1294.47852761	6.00076855578	943.0
4.27.M03.RH.742472	1490.54639175	6.29074555031	1052.0
1.31.F01.LH.742910	649.120689655	4.27970735044	446.0
4.29.M03.LH.743614	1848.45867769	7.10646624985	1293.0
2.17.M01.RH.742858	1000.62921348	6.38179249477	725.0
1.20.F01.H.742963	680.333333333	5.25850736639	487.0
2.28.M02.LH.742352	225.75	2.12016999181	126.0
1.19.M03.RH.742725	1650.27272727	7.84037089482	1223.0
3.08.F01.LH.743259	914.0	6.24749051928	659.0
2.10.M01.RH.742249	759.5	5.57778409756	534.0
1.27.M01.hands.743054	558.75	4.697400443	419.0
4.28.M03.FH.742185	1024.04615385	5.40994156531	796.0
3.01.M03.FH.743149	794.482142857	5.08768307909	510.0
1.21.F01.H.742563	181.0	2.49968734569	55.0
2.12.M03.RH.743093	918.20754717	6.60518955155	583.0
4.08.M03.RH.743017	1437.06040268	6.49961576339	888.0
2.10.F01.LH.743493	662.775	6.10956991047	440.0
2.10.F01.RH.743080	910.25862069	5.09323273565	574.0
2.24.M03.LH.742658	796.666666667	5.689947537	555.0
2.13.M01.RH.742453	1192.65546218	6.97496172671	892.0
2.05.M02.RH.742427	796.132075472	6.03951821388	475.0
2.07.M01.LH.742683	684.825	5.16835698366	431.0
3.19.M01.RH.742513	826.417910448	5.70088042564	547.0
2.15.M03.RH.743134	893.495495495	4.97223904568	650.0
3.27.M01.LH.742496	771.87755102	4.89236529506	489.0
2.09.M02.LH.743010	1023.81818182	6.11948376827	740.0
1.24.M02.hands.742422	1103.7027027	6.4146664512	830.0
4.26.M03.FH.742770	590.522727273	4.866340627	420.0
2.11.M01.RH.743100	676.052631579	6.19200846631	480.0
2.08.M03.RH.742972	891.090909091	6.67011336512	647.0
2.13.M03.FH.743209	683.418604651	4.89293608378	427.0
2.17.M01.FH.743140	403.108695652	1.78905779277	240.0
3.04.F01.RH.742329	667.75	5.4832239591	421.0
2.07.M01.RH.743620	682.857142857	6.22489670741	477.0
2.06.M01.LH.742257	902.166666667	5.95235365946	510.0
2.04.M02.LH.b.743430	966.6	4.25312748953	681.0
2.12.M03.LH.742631	932.30952381	6.76139054857	553.0
1.25.M02.FH.742936	428.279069767	3.49885367642	320.0
2.28.F01.FH.742242	252.666666667	3.06277731438	164.0
2.03.M01.RH.742705	834.651162791	6.21714343255	520.0
4.14.M01.LH.743628	611.894736842	5.3299450399	398.0
4.19.M01.LH.743180	740.481481481	5.71510136844	546.0
2.14.M01.RH.743423	936.88	6.68195441514	700.0
3.09.F01.FH.742275	73.0	0.288823307978	33.0
1.22.M02.hands.742382	1335.84210526	6.19734427532	874.0
2.06.M03.RH.742366	976.842105263	6.99408185147	715.0
3.24.M01.LH.742547	1009.6375	6.77248628704	689.0
1.31.M02.RH.742626	965.838709677	6.68473789682	741.0
2.14.M03.RH.742290	790.382978723	5.6135274281	506.0
3.29.M03.LH.742400	682.956521739	5.67220491827	456.0
3.13.F01.RH.742585	194.882352941	2.83499563501	134.0
1.27.F01.H.743326	557.0	4.56389435238	331.0
2.13.M03.LH.b.742288	1158.5	7.03732685127	756.0
3.10.F01.RH.743559	262.25	1.5699130457	77.0
2.13.M01.LH.743217	1196.26315789	6.49207783078	790.0
2.04.F01.LH.742675	860.833333333	6.15803433562	540.0
2.08.M03.LH.742595	884.764705882	6.91937338064	705.0
2.12.M01.RH.743532	691.358490566	5.44171839693	513.0
2.05.M03.RH.743163	747.7	5.83216337058	457.0
3.19.M01.LH.743330	722.786885246	5.79690225823	509.0
4.10.M01.LH.743549	773.677419355	5.13263356857	418.0
4.23.M03.RH.743039	1165.85714286	5.06004752461	595.0
2.26.M01.FH.742687	758.622222222	5.56197347199	483.0
4.15.M01.LH.742346	690.727272727	6.21353696083	498.0
2.04.M02.FH.743602	585.488372093	3.31886904982	372.0
2.08.M02.FH.742218	477.225352113	3.32381449407	380.0
2.12.M01.LH.742962	711.5	5.51644570588	510.0
2.03.M01.LH.742817	1033.66666667	6.31787008293	519.0
2.20.M03.LH.742902	823.652173913	6.48543298775	603.0
2.15.M01.FH.742903	782.465753425	5.98223299808	588.0
2.19.M02.RH.743214	730.549019608	5.99441979644	478.0
2.02.F01.LH.743069	895.086956522	5.47892732289	595.0
2.07.M03.LH.743470	807.887096774	6.12604457245	587.0
2.12.M01.FH.743216	733.12244898	6.01948317324	502.0
2.19.M03.FH.742292	689.056603774	4.52465723258	443.0
1.28.M01.FH.742584	604.654545455	5.16652443327	396.0
1.28.M01.H.743561	1044.94594595	5.0890271818	688.0
2.22.M03.FH.742638	677.25	5.44983848833	504.0
4.19.M03.LH.743008	819.62962963	5.20962034469	569.0
4.19.M03.RH.742384	743.858695652	5.01987718941	521.0
3.09.F01.LH.743108	188.5	1.840529181	101.0
2.15.M01.LH.742247	1059.61538462	5.67056913632	689.0
1.22.M02.FH.742488	442.775	4.27235865256	314.0
4.08.M03.LH.743548	1626.01863354	6.54610755542	976.0
2.14.M03.LH.743513	875.018518519	6.40318051306	570.0
2.06.M01.RH.742800	721.483870968	5.79409892489	554.0
4.22.M03.RH.743428	1511.84455959	5.98820527176	1025.0
3.20.M03.LH.742461	791.807692308	5.71181340799	509.0
2.09.M01.RH.742720	1005.56603774	6.394441279	645.0
4.08.M03.FH.743472	798.409090909	5.94927562952	642.0
4.18.M03.LH.743589	752.949152542	5.36569940154	576.0
4.30.M03.LH.743312	1042.12820513	4.60084507691	674.0
1.25.M03.FH.743536	755.283018868	4.69249531108	500.0
3.31.M03.RH.742364	877.544554455	6.40739824696	654.0
2.20.M01.FH.742191	1231.19594595	7.29244842927	984.0
4.28.M03.RH.743540	1139.21374046	6.31430902744	862.0
4.14.M03.RH.742202	769.188405797	6.06158219043	546.0
2.07.M02.RH.742170	577.444444444	4.8751105153	313.0
3.30.M03.LH.742792	857.5	6.03729456122	630.0
2.14.M02.RH.742196	1337.61904762	5.03818137044	787.0
1.24.F01.H.742231	853.444444444	6.52855291233	609.0
3.12.F01.RH.742424	1056.12396694	5.6577603406	705.0
2.20.M02.LH.742892	712.406779661	4.95869151577	523.0
2.13.M02.FH.743279	493.58490566	2.67047495421	345.0
4.15.M01.FH.743191	916.09009009	6.33190181282	703.0
1.26.M02.hands.742880	1029.44186047	6.14457003575	562.0
4.10.M01.FH.742652	677.028571429	5.56533493448	391.0
2.26.M03.LH.743110	673.441860465	4.83090440198	434.0
2.26.M01.RH.742483	825.016949153	6.43755382873	564.0
2.15.M02.RH.742274	866.609756098	5.56254721134	643.0
2.16.M02.LH.742617	1076.16483516	5.22947352089	761.0
1.27.M03.FH.742957	1004.77358491	6.6374745475	694.0
4.14.M03.FH.743447	770.875	4.71407978337	394.0
4.20.M03.RH.743198	654.488372093	6.13850629962	441.0
2.04.M01.LH.742322	707.071428571	5.9423042836	441.0
2.20.M01.FH.b.742463	907.5	5.91321526554	511.0
2.16.F01.RH.743543	599.388888889	4.7175119206	414.0
4.05.M03.RH.742556	581.882352941	5.79898210547	425.0
2.16.M01.RH.742221	748.872340426	5.77598065515	461.0
2.13.M02.RH.742742	978.01369863	5.81540596436	654.0
2.18.M01.LH.742835	763.590909091	5.20758315933	566.0
2.20.M01.RH.742572	975.544117647	6.94674134641	662.0
3.22.M03.RH.742881	869.408450704	5.94524182833	603.0
2.01.M02.FH.742882	503.341463415	4.0130017588	349.0
2.24.M01.RH.742386	545.333333333	5.40316573804	376.0
2.11.M01.LH.742133	856.898876404	6.04002661277	596.0
2.07.M03.RH.742406	943.267857143	6.52660093532	595.0
3.12.F01.FH.743089	532.115384615	1.90902439196	280.0
3.15.F01.FH.742873	610.265625	3.47771662804	414.0
2.19.M02.FH.743443	363.885714286	2.9123549056	269.0
2.15.F01.FH.742489	329.791666667	1.62404045998	188.0
1.21.F01.FH.742974	238.2	1.44807905485	165.0
3.15.F01.LH.743496	772.459016393	5.88804270208	475.0
1.26.M01.FH.743260	713.4375	5.21419144814	468.0
4.09.M01.LH.743247	169.0	1.28554700249	91.0
3.27.M01.RH.742344	759.038961039	4.081972086	538.0
2.19.M03.LH.743639	548.042553191	4.43379578188	411.0
1.19.M02.hands.742945	763.838709677	5.53428254916	504.0
3.1.M01.LH.742932	716.303571429	5.86489718842	492.0
4.17.M03.FH.742525	922.295454545	5.89528840022	714.0
3.28.M03.LH.742847	977.046511628	6.30520000189	594.0
4.03.M03.LH.742511	1001.01408451	6.46684642165	677.0
2.14.M02.FH.742437	714.107526882	3.75932699394	519.0
1.27.M03.LH.742421	1291.64516129	6.73166741048	924.0
4.16.M03.LH.742778	964.0	4.53479234506	689.0
4.26.M03.RH.742709	942.529411765	6.57260311907	616.0
2.29.F01.RH.743011	604.346938776	5.32553385594	417.0
2.17.M02.RH.742955	765.527777778	4.81879502306	421.0
4.04.M03.LH.743160	690.875	6.17870650429	489.0
1.30.M03.RH.743615	1108.45192308	6.09070315795	767.0
1.21.M01.FH.742539	834.878787879	6.53737288671	577.0
1.23.M02.hands.743287	966.391891892	6.17135182789	667.0
4.07.M03.FH.743485	802.523255814	5.78542277559	611.0
2.20.F01.LH.743141	667.886363636	5.73856790069	386.0
3.08.M01.RH.743426	526.28125	5.64980857203	325.0
3.18.M01.FH.742542	706.913043478	5.51487276833	331.0
3.21.M03.RH.743187	762.453125	5.70643815528	538.0
4.11.M01.RH.743107	823.681818182	6.5852604398	593.0
4.12.M01.FH.743249	597.75	5.46876829557	379.0
2.14.M01.LF.742471	874.849056604	6.17362097614	488.0
2.27.F01.LH.742764	539.642857143	3.86303232399	418.0
4.04.M03.RH.742465	703.557692308	5.01253461544	462.0
2.03.M02.FH.742927	466.125	4.14336061047	284.0
2.04.M01.RH.742613	467.222222222	5.28113771147	319.0
2.06.F01.FH.742629	442.076923077	2.94771171665	263.0
4.10.M01.LH.b.743020	523.64	4.78067234944	275.0
4.21.M03.LH.742268	1046.0	6.73893402546	728.0
4.15.M03.RH.743143	1000.05217391	5.82975585642	714.0
2.28.M02.FH.742140	390.037037037	3.63351148293	235.0
4.11.M01.LH.743205	580.195652174	5.12161267834	334.0
2.02.F01.RH.742692	1027.12396694	5.43806514792	727.0
4.21.M03.FH.742294	924.583333333	6.29509477839	570.0
2.17.M01.LH.742201	618.184210526	5.31957477154	351.0
2.08.M03.FH.743035	638.47826087	5.27022657654	402.0
4.25.M03.LH.742157	571.8	5.64865753905	394.0
3.22.M03.LH.742935	677.266666667	5.34580006632	486.0
4.25.M03.RH.742842	704.227272727	5.71524871258	457.0
3.10.M01.LH.742211	582.5	5.98380878639	415.0
3.19.M03.RH.742609	573.163265306	5.38797832711	415.0
4.13.M01.RH.b.742498	477.279069767	5.50595314917	314.0
2.08.F01.LH.742207	523.363636364	4.6550465787	335.0
2.01.F01.LH.742237	452.285714286	4.28031237346	308.0
4.01.M03.RH.743533	1346.60869565	5.42032434848	753.0
2.18.M01.RH.743406	729.084745763	6.3114987582	532.0
3.29.M03.FH.743097	1224.12418301	5.98439445686	865.0
2.11.M01.FH.742690	611.571428571	4.42822097807	415.0
3.21.M03.LH.743012	664.738095238	5.76781449044	423.0
1.23.M02.FH.743645	320.75	3.86091433458	232.0
2.05.M01.FH.743334	645.133333333	6.12407897031	432.0
2.26.F01.FH.742956	379.0	2.59057551263	288.0
4.07.M01.FH.743366	734.107142857	5.325852403	335.0
2.29.M02.LH.743492	464.571428571	4.21447608677	303.0
4.11.M03.FH.743501	769.571428571	5.60000568177	526.0
2.29.M01.RH.743454	692.037735849	5.84456837219	484.0
2.01.M02.LH.743190	699.35	5.23408924952	490.0
1.31.M01.RH.742840	706.844827586	5.85323411098	493.0
1.27.M02.hands.742510	1067.47826087	6.75908689438	796.0
1.12.M03.LH.743520	720.296875	6.24604883444	514.0
4.20.M01.FH.742701	418.6875	5.33886236042	264.0
1.24.M03.FH.742326	903.506329114	5.43705305522	681.0
3.22.M01.RH.743067	851.018518519	6.43531787214	546.0
2.18.M02.RH.743286	644.147058824	5.71718440756	499.0
4.21.M01.LH.742224	639.666666667	5.4496855397	408.0
1.25.M01.FH.743473	494.87804878	5.203221918	335.0
4.06.M03.FH.743055	924.553571429	5.61283888144	614.0
1.20.F01.FH.742315	222.473684211	1.57395806883	158.0
