	chao1	shannon	observed_otus
2.12.F01.FH.2200.743109	338.136363636	2.58203860146	212.0
1.29.M02.FH.743465	481.03030303	4.0937820396	337.0
3.10.M01.RH.743431	664.153846154	5.75932106515	389.0
2.14.F01.FH.742518	314.0	1.22905703053	176.0
3.07.F01.LH.743102	754.568965517	5.29705781173	538.0
1.20.M01.RH.743251	611.25	4.63729009667	330.0
3.04.F01.LH.743268	551.529411765	5.16006346814	338.0
3.31.M01.RH.742598	556.875	5.88830828657	414.0
1.26.M01.H.742502	647.928571429	5.52344646842	443.0
2.20.M03.RH.742245	802.940298507	6.3796566713	601.0
3.09.F01.RH.742271	157.5	1.48385530377	96.0
2.08.M02.LH.743077	536.0	3.40135912974	366.0
2.09.F01.LH.1020P.743292	819.285714286	4.40182830123	533.0
2.09.F01.LH.629A.742758	938.451612903	5.21459728554	502.0
3.15.F01.RH.743081	799.596491228	6.05668525298	501.0
4.23.M03.FH.742467	1192.425	5.49515594052	729.0
2.06.M01.FH.743482	769.872340426	6.54376692452	482.0
2.05.M01.RH.743031	684.736842105	5.89906660303	410.0
1.29.M03.FH.742688	510.935483871	4.20266826021	314.0
2.17.M02.LH.743525	723.394736842	5.1221805446	471.0
3.21.M01.LH.743604	656.684210526	5.71725394592	458.0
3.11.M01.FH.743568	768.166666667	5.00181767543	558.0
4.26.M03.LH.742768	637.519230769	6.35439842328	445.0
2.21.F01.RH.743497	629.47826087	5.22091343013	393.0
4.18.M01.FH.742622	737.117647059	6.20042997618	497.0
1.20.M01.FH.743188	506.717948718	5.43165210928	308.0
2.01.M02.RH.743133	972.172131148	6.40662190612	741.0
1.24.M03.LH.743606	1542.09392265	8.03182959394	1253.0
2.10.M02.FH.742396	563.25	3.302063122	285.0
3.26.M03.FH.742668	627.651162791	5.71804911159	411.0
3.20.M03.FH.742982	554.695652174	5.5359947158	378.0
1.20.M02.hands.743396	1158.91089109	6.27677306964	794.0
3.09.M01.LH.742446	600.684210526	5.79898558896	442.0
2.17.M03.RH.742226	699.722222222	5.21970984416	490.0
2.03.M03.FH.742612	413.965517241	4.64551304815	260.0
3.14.F01.LH.742697	488.386363636	3.22235323732	342.0
2.16.F01.FH.742561	387.034482759	2.41097018806	252.0
4.01.M03.FH.743305	726.739130435	5.91621753694	556.0
1.29.M01.hands.743382	590.0	5.65464290052	418.0
2.24.M01.FH.742334	368.533333333	4.89497891631	238.0
3.16.M01.LH.743221	602.288135593	5.40381723035	435.0
4.18.M01.LH.742189	672.266666667	5.21292337821	481.0
3.06.M01.RH.743351	773.105263158	6.12163390617	574.0
4.09.M01.FH.742281	613.717391304	5.8328389267	420.0
4.17.M03.LH.743417	826.604395604	6.18051430294	665.0
2.26.M03.RH.742319	765.358974359	6.24403871923	594.0
4.27.M03.FH.742210	1226.04724409	7.43094630952	965.0
4.13.M03.RH.743511	739.5	6.25822835544	507.0
4.29.M03.RH.742478	1892.6119403	7.1700668232	1229.0
4.10.M03.FH.742814	853.25	5.96436270973	491.0
4.21.M01.FH.743537	661.0	5.7740300975	402.0
4.22.M01.FH.742359	514.027027027	4.7536595536	343.0
3.14.F01.FH.742413	521.391304348	2.73549240839	284.0
4.20.M01.LH.743517	267.25	2.21414318838	160.0
2.10.M02.LH.743038	709.108695652	4.62854948231	479.0
2.29.M01.FH.743185	756.23255814	5.7512768465	430.0
1.31.M02.FH.742313	545.022222222	4.18887192916	381.0
3.28.M03.FH.743320	737.75	5.1373998377	416.0
2.27.F01.RH.742519	449.446808511	3.58508585362	342.0
2.03.F01.RH.743242	975.020833333	6.56936330464	597.0
4.18.M01.RH.743605	749.583333333	5.3550835718	435.0
4.24.M03.LH.742393	855.621621622	5.97305310437	481.0
3.02.M03.LH.742147	1209.63392857	4.38052887378	689.0
1.21.M02.FH.742259	504.790697674	3.90579216607	355.0
4.27.M03.LH.742163	1790.20588235	8.40809406264	1297.0
3.5.M01.LH.742166	491.0	5.32688317032	372.0
2.02.M02.RH.a.743290	430.4	3.92905835438	248.0
3.15.M01.FH.743137	503.8	4.36946079059	264.0
3.19.M03.LH.742995	501.5	4.38972689329	332.0
2.18.M02.LH.742928	680.887096774	4.79941985781	460.0
2.12.F01.LH.9A.743257	354.05	4.12818850929	219.0
2.10.M01.FH.743603	1116.69148936	6.50354509938	764.0
4.12.M03.LH.742618	587.12244898	2.97395924449	334.0
1.25.M02.hands.742863	1129.02247191	6.30400029864	768.0
3.23.M01.FH.742528	569.617647059	5.28469154089	323.0
3.05.F01.RH.742423	577.264150943	5.01341925304	438.0
3.27.M01.FH.743391	518.135135135	5.30350715344	295.0
4.10.M03.RH.743138	536.346938776	3.45977346526	349.0
2.20.M02.FH.742673	394.243243243	3.25780362004	286.0
1.23.M01.FH.742940	696.441176471	5.33204070223	402.0
2.22.M01.RH.743588	712.611111111	5.09553834942	459.0
1.30.M02.RH.743120	497.684210526	3.95417544149	346.0
4.26.M03.RH.b.743253	961.416666667	7.0725805985	671.0
3.27.M03.FH.742924	508.06	5.28584629465	370.0
2.01.M03.FH.743452	562.65	5.1363500479	372.0
4.07.M03.LH.742552	1076.81111111	7.30754320276	814.0
1.31.M03.LH.742804	750.559322034	6.10330503464	543.0
2.15.M02.LH.743043	746.940298507	4.17341151577	530.0
3.19.M03.FH.743215	551.029411765	5.20760212665	348.0
3.26.M03.RH.742176	865.482142857	5.80200235318	581.0
2.10.M01.LH.742589	866.285714286	6.13519400971	552.0
2.07.F01.FH.742803	338.12	2.4071622385	218.0
2.14.M03.FH.743630	660.878787879	5.15246408712	487.0
1.31.M01.LH.742695	711.708333333	5.5502446003	482.0
4.04.M03.FH.743156	540.0	5.20196501015	354.0
3.18.M01.LH.743528	754.018181818	6.34627298084	511.0
4.03.M03.FH.743121	421.885714286	4.95267054042	315.0
2.15.M02.FH.742282	341.227272727	2.83677197394	262.0
1.28.M02.FH.742952	530.05	4.55532359699	405.0
3.23.M01.LH.742852	847.0	6.03585732125	420.0
4.19.M01.RH.743441	779.849056604	6.08212802243	512.0
2.06.M02.FH.743475	312.666666667	2.82248059706	218.0
4.03.M03.RH.743385	944.333333333	6.23149921163	626.0
3.05.M01.FH.742839	535.181818182	5.28850084733	340.0
3.18.M03.FH.742700	462.529411765	4.81394709645	314.0
2.19.F01.LH.742327	588.622222222	5.88054468862	408.0
2.21.M01.RH.742553	887.388888889	6.39797575227	611.0
3.5.M01.RH.743445	516.882352941	5.70581013559	360.0
1.24.M01.H.742646	591.078947368	4.10876511971	367.0
4.07.M03.RH.742645	1337.16494845	7.30225507022	960.0
1.30.M01.FH.742824	606.886792453	5.87498931531	418.0
1.24.M03.RH.743304	1279.59504132	7.14101225257	975.0
1.18.M03.RH.743314	713.045454545	4.73837585054	513.0
4.21.M03.RH.743439	954.454545455	6.96265322546	628.0
3.23.M01.RH.742964	877.967213115	6.44578550606	555.0
4.15.M01.RH.743622	712.762711864	5.90970400481	475.0
2.28.M02.RH.742746	501.129032258	4.0112809453	297.0
2.19.M01.FH.742625	372.038461538	4.16457034028	218.0
3.31.M03.LH.743331	820.178082192	6.51802622014	614.0
2.29.F01.LH.742826	516.857142857	5.30415583117	335.0
3.08.M01.LH.742258	588.307692308	5.71352902286	295.0
4.20.M03.FH.742711	597.571428571	4.71133897168	401.0
2.18.M03.RH.743388	513.27027027	5.2957994492	360.0
4.05.M03.LH.743504	562.763157895	5.47444793508	378.0
2.22.M02.LH.742325	658.677419355	4.96944125993	384.0
2.08.M02.RH.743488	490.454545455	4.09424850772	325.0
2.24.M03.RH.743178	598.857142857	5.41426225417	393.0
3.31.M01.FH.743505	681.5625	5.44744134916	458.0
1.19.M03.LH.742575	1136.28571429	6.65094774487	622.0
3.2.M01.LH.742219	627.058823529	5.6015646036	388.0
2.17.F01.LH.743538	749.534883721	5.8777934672	450.0
3.12.M01.LH.DENTIST.743412	495.136363636	3.74872654993	261.0
2.05.M01.LH.742433	847.023255814	6.10787602767	497.0
4.22.M03.LH.743518	1409.52307692	5.92472626482	817.0
2.12.M02.RH.742342	362.058823529	3.37708380324	276.0
4.13.M03.FH.743048	634.023255814	5.68010958036	436.0
2.07.M02.LH.742587	716.441860465	4.64984645906	428.0
2.08.F01.RH.743272	506.571428571	4.53684153223	369.0
1.27.M03.RH.743296	1178.61111111	7.78596446664	939.0
1.29.M03.RH.743212	1406.15555556	6.85814215745	1065.0
2.22.M01.FH.742734	726.048387097	5.47319921284	526.0
1.20.M02.FH.743301	569.037037037	4.49982482067	359.0
4.11.M03.RH.742544	1013.64935065	7.19656586676	750.0
3.31.M03.FH.742439	1055.76415094	6.53180001451	743.0
3.15.M01.RH.743313	648.522727273	5.94948941296	421.0
4.19.M01.FH.743342	528.214285714	5.07576857439	318.0
4.28.M03.LH.742527	1260.1875	6.65513437	898.0
2.16.M01.LH.742387	640.127659574	4.49755430908	439.0
4.12.M03.RH.743467	924.245283019	3.66323033696	453.0
2.09.F01.RH.630A.742171	658.391304348	4.02409277005	305.0
2.03.F01.FH.742154	497.935483871	2.97892076058	301.0
4.16.M03.RH.742250	1291.65359477	5.3406931361	821.0
2.06.M03.FH.742443	527.738095238	3.72499847278	352.0
2.23.M03.RH.742529	788.76	4.00180950252	539.0
4.10.M03.LH.742862	656.892857143	4.35825732085	460.0
3.31.M01.LH.743575	923.9375	5.30047685644	652.0
3.1.M01.RH.742914	647.5625	5.87522572808	424.0
1.23.F01.H.742499	1127.62096774	6.62044688913	826.0
3.01.M03.LH.743346	683.158730159	4.95727693829	471.0
4.15.M03.LH.743623	1041.05660377	5.75769014107	701.0
3.23.M03.FH.743175	895.049180328	6.22985075205	628.0
4.23.M03.LH.743384	980.5	5.08236591473	583.0
2.01.F01.FH.742165	296.789473684	1.98447088155	194.0
3.23.M03.LH.742567	918.358490566	6.64186471462	611.0
2.21.M01.LH.743282	741.222222222	6.01215536134	476.0
4.24.M01.FH.743587	628.5	5.76967522128	399.0
2.02.F01.FH.742407	546.044776119	3.14902038281	417.0
2.22.M03.RH.743519	857.333333333	3.57536198387	528.0
1.21.M02.hands.742495	838.0	5.26134198432	617.0
1.30.M02.LH.742340	742.737704918	5.24691903302	496.0
2.23.M03.FH.742600	585.909090909	4.77828912609	419.0
1.13.M03.RH.742958	851.611111111	5.53742259427	658.0
3.25.M03.LH.742767	664.642857143	4.46220018432	457.0
1.25.F01.H.742663	684.630769231	4.80798712088	479.0
1.31.M02.LH.742343	1130.36305732	6.44619797137	878.0
2.11.M03.RH.743455	956.448275862	6.81517162175	637.0
2.14.M02.LH.742765	1031.66423358	4.87221583739	730.0
1.23.F01.FH.743228	475.5	1.63463542727	308.0
1.28.M02.hands.742535	656.544117647	5.43775389353	490.0
2.15.M03.FH.742134	804.318181818	5.14886729488	552.0
1.14.M03.LH.743627	1548.72413793	7.40328830932	1150.0
4.14.M03.LH.742931	751.8	6.19418869915	558.0
4.06.M03.LH.742470	771.826086957	6.19434099077	509.0
3.06.F01.RH.743153	721.888888889	4.78070683558	566.0
3.25.M03.RH.742205	528.857142857	4.21053490684	345.0
3.08.F01.RH.743612	839.690265487	5.45738460082	638.0
3.24.M01.RH.742158	997.842105263	6.68793916388	598.0
2.02.M02.LH.742355	1071.36633663	6.21343899152	773.0
2.18.M03.FH.743489	544.0	4.73242422661	372.0
1.26.M03.RH.743150	710.694736842	3.76556434476	497.0
3.21.M01.RH.742429	797.0	6.03325590346	463.0
2.16.M02.FH.742442	587.09375	3.02131017348	341.0
2.21.F01.LH.742169	718.625	5.30291322654	360.0
1.26.F01.H.742287	898.567567568	6.52898559368	616.0
1.17.M03.RH.742891	846.101265823	4.66032503914	584.0
4.25.M01.LH.742444	292.05	1.99349685264	157.0
2.15.M03.LH.742317	922.975903614	6.13804503842	688.0
2.13.M02.LH.742508	796.0	5.15486059325	596.0
2.23.M03.LH.742951	754.245283019	2.53745977267	375.0
3.02.M03.RH.742726	942.101010101	4.94710360429	578.0
2.18.F01.FH.742298	278.451612903	1.63103628194	196.0
2.21.M02.FH.742660	534.666666667	3.39740374783	378.0
3.20.M03.RH.743219	693.196078431	6.0299761259	477.0
1.25.M02.RH.742976	1077.87368421	6.45100697515	781.0
3.18.M03.RH.742376	861.0625	6.52760184695	598.0
4.29.M03.FH.743189	720.595744681	5.4101339093	486.0
4.11.M03.LH.742530	1026.54545455	6.39189151249	761.0
4.24.M03.FH.743581	748.681818182	5.6741098509	510.0
4.14.M01.RH.743378	630.571428571	5.73460272039	432.0
4.25.M03.FH.742203	681.283018868	5.47646737853	459.0
4.02.M03.RH.742827	871.589285714	6.34137555767	670.0
4.01.M03.LH.743122	1080.27184466	5.13141172689	639.0
1.26.M03.LH.743181	892.027522936	4.93157649595	679.0
2.02.M02.RH.743074	1047.53061224	5.99714363374	822.0
3.12.F01.LH.742969	1117.44347826	6.5189361119	768.0
2.02.M01.RH.742328	417.621621622	3.29219015023	302.0
4.30.M03.RH.742784	680.0	2.83284970145	481.0
2.09.M02.FH.742988	330.888888889	3.32235423365	244.0
4.02.M03.LH.742232	973.238938053	5.9361907141	700.0
2.21.M03.LH.742173	907.6	6.2757023812	664.0
1.17.M03.LH.742533	692.652173913	5.49019466388	535.0
2.12.M03.FH.742641	664.765957447	5.28636110973	427.0
1.16.M03.LH.743393	650.857142857	4.07851920574	506.0
3.06.M01.LH.742291	816.285714286	5.43464628945	534.0
1.31.F01.RH.743558	878.88	6.42100268116	642.0
1.20.M03.LH.743619	805.1875	6.10784793364	586.0
3.11.F01.RH.743036	695.513888889	5.28926182442	496.0
3.26.M03.LH.742639	921.337837838	6.50930675103	636.0
3.08.F01.FH.742466	562.0	2.27060807095	355.0
2.17.M03.FH.743195	636.52	4.29546522286	416.0
2.21.M03.RH.743318	732.233333333	5.33806042204	565.0
1.14.M03.RH.742818	685.849056604	5.59651499638	475.0
3.16.M01.RH.742253	492.82	4.92346394453	364.0
2.21.M02.LH.742474	654.014285714	3.60245325924	439.0
3.27.M03.LH.742455	974.008333333	5.92111554619	737.0
2.17.F01.RH.743421	768.535714286	5.25000926023	411.0
4.23.M01.LH.742954	197.272727273	1.32122107812	99.0
2.01.M03.RH.743591	800.739130435	4.14428751527	535.0
2.21.M03.FH.743478	595.0	4.45719492816	452.0
2.12.M02.FH.743573	384.636363636	2.98905215679	255.0
4.06.M03.RH.742885	891.951612903	6.79338717092	635.0
4.17.M01.LH.742431	602.534883721	4.81259390297	373.0
1.23.M03.RH.742696	1037.6779661	6.52029339197	697.0
2.12.M02.LH.743072	513.682926829	3.94315678607	351.0
1.24.M01.FH.742717	590.625	4.58417105747	303.0
1.29.M02.hands.742593	730.285714286	5.31095694833	537.0
3.16.M01.FH.742930	603.478873239	4.80522854684	431.0
1.23.M03.LH.743600	1060.70175439	6.81558150875	701.0
1.22.M01.FH.742531	527.222222222	4.51502767922	379.0
3.22.M01.FH.742349	821.518518519	5.8919370883	588.0
1.13.M03.LH.742526	896.145631068	6.37652098768	701.0
1.25.M03.LH.742732	1151.36036036	6.75492878947	855.0
4.23.M01.FH.742606	223.75	1.53322509856	124.0
3.30.M03.FH.742546	888.096385542	5.24780339836	554.0
4.17.M01.FH.742363	680.084745763	5.81847824468	483.0
2.19.M03.RH.742335	628.2	4.44396366927	472.0
1.30.M03.LH.742248	816.592592593	5.60016555565	611.0
2.27.M02.FH.742614	355.305084746	2.92044379982	307.0
2.12.F01.FH.9A.743350	311.04	2.10690558976	194.0
1.28.F01.H.742277	440.222222222	4.67362823389	328.0
2.17.F01.FH.743560	375.790697674	1.74393585297	256.0
2.18.M03.LH.742304	615.306122449	4.85469021973	411.0
3.02.M03.FH.742141	1033.14583333	6.08548569053	606.0
3.04.F01.FH.742162	696.111111111	3.1073073139	371.0
2.28.F01.RH.743405	764.766233766	6.02129272268	576.0
2.24.M01.LH.742797	463.487179487	5.27245659984	334.0
2.16.F01.LH.743184	888.0	6.18047453172	502.0
1.25.M01.hands.743050	707.285714286	5.72528163312	514.0
2.17.M03.LH.742985	680.826086957	5.48084033383	457.0
1.19.M02.FH.742264	769.244186047	5.40202721892	584.0
2.22.M01.LH.743641	539.282608696	5.21110401519	357.0
2.28.M01.LH.743111	445.75	3.24685128389	307.0
3.28.M03.RH.742143	907.844827586	6.04362392906	608.0
2.11.M03.LH.742129	830.777777778	6.37199141298	571.0
2.04.M03.FH.742615	291.615384615	1.55161037317	182.0
4.18.M03.FH.743387	728.5	4.56199753327	487.0
4.02.M03.FH.742517	1031.18181818	6.46014826567	609.0
3.12.M01.RH.DENTIST.742254	757.365853659	5.98328943417	451.0
1.27.M02.FH.742174	483.055555556	4.12809700454	370.0
2.19.M01.LH.742397	720.323943662	4.86639756336	518.0
1.22.F01.H.742241	552.65	5.80116770674	383.0
4.30.M03.FH.742565	562.027027027	4.97559219889	391.0
4.09.M01.LH.b.743197	582.965517241	4.11077599674	320.0
3.18.M03.LH.742284	738.158730159	5.75804780634	526.0
3.30.M03.RH.743148	597.846153846	5.53545213607	492.0
2.29.M02.FH.742454	394.2	3.18861829569	234.0
2.07.M03.FH.742681	303.0	1.59864654662	198.0
2.27.M03.FH.743068	615.181818182	5.35879077714	432.0
1.26.M03.FH.742220	742.88372093	5.31687626353	483.0
1.30.M01.LH.742270	669.25	5.46998454752	468.0
2.19.F01.FH.743340	330.108108108	1.61616677749	229.0
2.01.F01.RH.742627	521.161290323	4.43004400963	306.0
2.20.M03.FH.742647	573.136363636	5.08417808076	352.0
4.06.M01.FH.742890	741.34375	5.86125760548	406.0
2.07.M01.FH.742691	688.976744186	5.95870377073	415.0
2.21.M01.FH.743000	713.375	5.15775915101	434.0
1.30.M02.FH.742435	560.444444444	4.57801393745	449.0
2.26.M03.FH.742193	753.019607843	6.12424817149	519.0
3.01.M01.FH.743376	567.118644068	5.74887143894	425.0
4.17.M03.RH.742730	719.029411765	4.98398164159	453.0
4.06.M01.RH.743344	477.794117647	5.02663206414	338.0
3.05.F01.FH.742573	465.447368421	3.13184470468	319.0
1.12.M03.RH.742280	827.893617021	5.9607069975	515.0
3.06.M01.FH.743512	719.641791045	5.43224276053	495.0
2.17.M02.FH.742712	346.5	3.03588941435	219.0
2.28.M01.FH.743642	660.568181818	6.01670323558	420.0
2.29.M01.LH.742468	639.076923077	4.71114931355	386.0
4.22.M01.LH.743070	574.677419355	5.27382923868	352.0
1.31.F01.FH.743201	423.033333333	1.20724152351	234.0
2.22.M03.LH.743556	599.542372881	3.36103464653	373.0
2.27.M01.LH.742871	666.162162162	5.45416597435	356.0
1.26.M02.FH.742608	608.042857143	5.0904463241	463.0
2.10.M02.RH.742549	854.9375	5.47195264632	508.0
1.30.M03.FH.743487	716.632183908	5.48439698276	521.0
3.06.F01.LH.742459	639.919191919	3.96344522902	479.0
2.01.M01.RH.742354	617.069767442	5.49378479992	416.0
2.26.M01.LH.743302	430.5	4.88354660783	245.0
3.14.F01.RH.742131	388.344827586	4.11591721706	271.0
1.16.M03.RH.743582	541.526315789	3.46005561824	366.0
3.29.M03.RH.743130	751.886363636	5.31911112268	508.0
1.22.M03.LH.742761	603.6	4.67702436006	466.0
1.18.M03.LH.742656	1095.37931034	4.45646596612	826.0
2.13.M01.FH.742666	665.568181818	5.88900673545	425.0
4.22.M01.RH.743479	164.0	0.786116987442	79.0
4.20.M01.RH.742279	177.615384615	1.32040487413	98.0
4.21.M01.RH.742773	264.0	2.31406477062	124.0
2.29.M02.RH.742388	176.789473684	2.03044324102	107.0
1.22.F01.FH.743094	349.37037037	1.90003876452	214.0
2.13.F01.RH.743332	1154.37168142	5.92020693058	833.0
3.07.F01.FH.742816	591.181818182	2.7161336954	388.0
3.01.M03.RH.743263	608.949152542	4.61007768457	417.0
1.27.M01.FH.742179	511.4	4.56202375969	356.0
2.05.M03.LH.742449	397.363636364	2.69598182085	219.0
2.09.F01.FH.630A.742763	344.717948718	2.74291549845	251.0
3.08.M01.FH.742828	407.75	5.48883068167	294.0
3.15.M01.LH.743476	598.65625	5.14227466427	316.0
1.18.M01.FH.742809	505.638297872	3.46151461497	346.0
1.25.F01.FH.742308	206.096774194	2.04024675129	149.0
3.10.M01.FH.743644	503.576923077	4.78465923759	273.0
3.24.M01.FH.742796	548.636363636	4.88398283279	310.0
2.27.M01.FH.743316	256.8	2.23566188886	177.0
1.23.M03.FH.742795	726.21875	5.47955381263	377.0
2.24.F01.FH.742401	557.894736842	3.17543519653	265.0
2.04.F01.FH.742854	286.047619048	1.85900770317	187.0
1.30.F01.FH.743564	198.4	0.861611412023	139.0
4.24.M01.RH.743270	569.416666667	4.6451059621	361.0
3.19.M01.FH.743199	602.228571429	5.51071216021	370.0
1.24.F01.FH.743152	283.033333333	1.32252510329	193.0
3.05.F01.LH.742167	507.27027027	4.50425062043	354.0
1.29.M03.LH.742722	552.169491525	4.94848088476	425.0
3.12.M01.FH.742715	511.886363636	5.11705083354	383.0
2.24.M03.FH.742506	810.837837838	5.59243023467	454.0
2.14.F01.RH.742448	681.615384615	5.86779974111	437.0
1.22.M03.RH.742208	397.6	3.60560450213	278.0
2.07.F01.RH.743281	461.035714286	4.26513272476	318.0
3.25.M01.RH.743370	793.163265306	5.41130459067	500.0
3.02.F01.FH.742353	264.0	0.953886221091	110.0
4.17.M01.RH.743092	461.857142857	3.3721387415	335.0
3.11.F01.LH.742838	318.0	3.50159610056	175.0
4.08.M01.LH.742460	243.153846154	0.838805446228	107.0
1.29.F01.FH.743534	316.9375	2.36657397728	166.0
4.07.M01.RH.743401	185.526315789	0.928790267759	113.0
2.27.F01.FH.742823	318.37037037	1.82429992775	210.0
1.26.F01.FH.742843	513.0	3.40544707158	380.0
2.20.F01.FH.742607	356.525	2.6629851776	263.0
1.27.F01.FH.742372	226.125	1.19713381001	140.0
3.02.F01.RH.743364	120.333333333	0.477668959009	36.0
4.08.M01.RH.742380	269.0	1.0353824219	104.0
2.27.M01.RH.743638	290.823529412	2.27087691055	207.0
3.11.F01.FH.743164	469.441176471	1.8992849012	280.0
3.13.F01.FH.742244	175.0	2.15290475392	109.0
1.29.F01.H.743213	255.235294118	3.01225442743	158.0
2.22.F01.FH.743090	188.666666667	1.93026512023	107.0
3.10.F01.LH.742678	119.833333333	1.96396740523	94.0
3.10.F01.FH.743444	248.666666667	1.70179189237	91.0
2.22.M02.RH.743243	247.5	2.72984731652	156.0
2.05.M02.FH.743157	116.0	0.67613338777	83.0
3.11.M01.RH.743491	180.55	0.717925057763	109.0
1.28.F01.FH.743218	166.0	0.968061928294	76.0
3.02.F01.LH.742883	104.5	0.0766562930393	28.0
3.11.M01.LH.743427	234.882352941	1.31721483612	141.0
