	sequences per sample	iteration	1015_1_12_M03_S	1015_1_13_M03_S	1015_1_14_M03_S	1015_1_16_M03_S	1015_1_17_M03_S	1015_1_18_F01_S	1015_1_18_M01_S	1015_1_18_M03_S	1015_1_19_M01_S1	1015_1_19_M01_S2	1015_1_19_M02_S4P	1015_1_19_M03_S	1015_1_20_F01_S	1015_1_20_M01_S1	1015_1_20_M01_S2	1015_1_20_M01_S3	1015_1_20_M01_S4	1015_1_20_M02_S750P	1015_1_20_M03_S	1015_1_21_F01_S	1015_1_21_M01_S1	1015_1_21_M01_S2	1015_1_21_M01_S3	1015_1_21_M02_S140P	1015_1_22_F01_S_b	1015_1_22_F01_S	1015_1_22_M01_S	1015_1_22_M02_S645P	1015_1_22_M03_S_10A	1015_1_22_M03_S_6P	1015_1_23_F01_S	1015_1_23_M01_S1	1015_1_23_M01_S2	1015_1_23_M01_S3	1015_1_23_M02_S430P	1015_1_23_M03_S_11A	1015_1_24_F01_S	1015_1_24_M01_S1	1015_1_24_M01_S2	1015_1_24_M02_S1030A	1015_1_24_M02_S5P	1015_1_24_M03_S_1024A	1015_1_25_F01_S1015A	1015_1_25_M01_S1	1015_1_25_M01_S2	1015_1_25_M02_S345P	1015_1_25_M03_S_11A	1015_1_26_M01_S1	1015_1_26_M01_S2	1015_1_26_M02_S850P	1015_1_26_M03_S	1015_1_27_F01_S	1015_1_27_M01_S1	1015_1_27_M02_S430P	1015_1_27_M03_S	1015_1_28_M01_S1	1015_1_28_M01_S2	1015_1_28_M02_S11P	1015_1_29_F01_S	1015_1_29_M01_S	1015_1_29_M02_S4P	1015_1_29_M03_S_10A	1015_1_30_F01_S	1015_1_30_M01_S1	1015_1_30_M01_S2	1015_1_30_M01_S3	1015_1_30_M01_S4	1015_1_30_M01_S5	1015_1_30_M02_S630P	1015_1_30_M03_S_1015A	1015_1_31_F01_S745A	1015_1_31_M01_S	1015_1_31_M02_S	1015_1_31_M03_S_1030A	1015_2_01_F01_S2145	1015_2_01_F01_S946	1015_2_01_M01_S1	1015_2_01_M01_S2	1015_2_01_M02_S	1015_2_01_M03_S_1030P	1015_2_01_M03_S_730A	1015_2_02_M01_S	1015_2_02_M02_S	1015_2_02_M03_S_730A	1015_2_03_F01_S800A	1015_2_03_M01_S1	1015_2_03_M01_S2_b	1015_2_03_M01_S2	1015_2_03_M01_S3	1015_2_03_M02_S	1015_2_03_M03_S	1015_2_04_F01_S100A	1015_2_04_M01_S	1015_2_04_M03_S	1015_2_05_M01_S	1015_2_05_M02_S	1015_2_05_M03_S_730A	1015_2_06_F01_S2115	1015_2_06_F01_S609A	1015_2_06_M01_S1	1015_2_06_M01_S2	1015_2_06_M02_S	1015_2_06_M03_S_6A	1015_2_07_F01_S115A	1015_2_07_F01_S1400	1015_2_07_F01_S2212	1015_2_07_M01_S1	1015_2_07_M01_S2	1015_2_07_M01_S3	1015_2_07_M01_S4	1015_2_07_M02_S	1015_2_07_M03_S_5P	1015_2_07_M03_S_7A	1015_2_08_F01_S2130	1015_2_08_M01_S1	1015_2_08_M01_S2	1015_2_08_M02_S	1015_2_08_M03_S_4P	1015_2_08_M03_S_645A	1015_2_09_F01_S1020P	1015_2_09_M01_S1	1015_2_09_M01_S2	1015_2_09_M01_S3	1015_2_09_M02_SA	1015_2_09_M02_SB	1015_2_10_F01_S2100	1015_2_10_M01_S1	1015_2_10_M01_S2	1015_2_10_M02_SA	1015_2_10_M02_SB	1015_2_10_M03_S_1045A	1015_2_11_F01_S700A	1015_2_11_M01_S1	1015_2_11_M01_S2	1015_2_11_M02_S	1015_2_11_M03_S_1P	1015_2_12_F01_S2200	1015_2_12_M01_S1	1015_2_12_M01_S2	1015_2_12_M03_S_930A	1015_2_13_M01_S1	1015_2_13_M01_S3	1015_2_13_M02_S	1015_2_13_M03_S_1130P	1015_2_13_M03_S_230P	1015_2_13_M03_S_630A	1015_2_13_M03_S_8AM	1015_2_14_F01_S900A	1015_2_14_M01_S	1015_2_14_M03_S_10P	1015_2_14_M03_S_230A	1015_2_14_M03_S_5P	1015_2_14_M03_S_645A	1015_2_14_M03_S_845A	1015_2_14_M03_S_945A	1015_2_15_M01_S1	1015_2_15_M01_S2	1015_2_15_M01_S3	1015_2_15_M01_S4	1015_2_15_M01_S5	1015_2_15_M03_S_1130A	1015_2_15_M03_S_11P	1015_2_15_M03_S_320A	1015_2_15_M03_S_4A	1015_2_16_F01_S1700	1015_2_16_F01_S2030	1015_2_16_M01_S1	1015_2_16_M01_S2	1015_2_16_M01_S3	1015_2_16_M01_S4	1015_2_16_M01_S5	1015_2_16_M02_SA	1015_2_16_M02_SB	1015_2_17_F01_S700A	1015_2_17_M01_S1	1015_2_17_M01_S2	1015_2_17_M02_S	1015_2_17_M03_S_845A	1015_2_18_F01_S808A	1015_2_18_M01_S1	1015_2_18_M01_S2	1015_2_18_M02_S	1015_2_18_M03_S_6A	1015_2_19_F01_S1500	1015_2_19_F01_S1737	1015_2_19_M01_S1	1015_2_19_M01_S2	1015_2_19_M02_S	1015_2_19_M03_S_11P	1015_2_19_M03_S_8A	1015_2_20_F01_S1830	1015_2_20_F01_S2030	1015_2_20_M01_S1_b	1015_2_20_M01_S1	1015_2_20_M01_S2	1015_2_20_M01_S3	1015_2_20_M01_S4	1015_2_20_M01_S5	1015_2_20_M01_S6	1015_2_20_M02_SA	1015_2_20_M02_SB	1015_2_20_M03_S_11A	1015_2_21_M01_S10	1015_2_21_M01_S11	1015_2_21_M01_S12	1015_2_21_M01_S2	1015_2_21_M01_S3	1015_2_21_M01_S4	1015_2_21_M01_S5	1015_2_21_M01_S6	1015_2_21_M01_S7	1015_2_21_M01_S8	1015_2_21_M01_S9	1015_2_21_M02_S	1015_2_21_M03_S_1130P	1015_2_22_M01_S1	1015_2_22_M01_S2	1015_2_22_M01_S3	1015_2_22_M02_SA	1015_2_22_M02_SB	1015_2_23_M01_S1	1015_2_23_M01_S2	1015_2_23_M01_S3_	1015_2_23_M01_S4_	1015_2_23_M01_S5_	1015_2_23_M03_S_1130P	1015_2_23_M03_S_830A	1015_2_23_M03_S_9P	1015_2_24_F01_S400	1015_2_24_M01_S	1015_2_24_M01_S1033	1015_2_24_M01_S1534	1015_2_24_M01_S1646	1015_2_24_M01_S2	1015_2_24_M01_S2341	1015_2_24_M02_S	1015_2_25_F01_S2000	1015_2_25_M01_S1446	1015_2_25_M01_S1700	1015_2_25_M01_S640	1015_2_25_M02_S	1015_2_26_M01_S1707	1015_2_26_M01_S2240	1015_2_26_M01_S648	1015_2_26_M01_S820	1015_2_26_M03_S_3P	1015_2_27_F01_S800	1015_2_27_M01_S430	1015_2_27_M01_S700	1015_2_27_M02_S	1015_2_27_M03_S_8A	1015_2_28_M01_S1300	1015_2_28_M01_S1830	1015_2_28_M03_S_9A	1015_2_29_F01_S1030	1015_2_29_M01_S140	1015_2_29_M01_S2053	1015_2_29_M01_S300	1015_2_29_M01_S535	1015_2_29_M01_S618	1015_2_29_M02_S	1015_2_29_M03_S_12P	1015_3_01_M01_S1430	1015_3_01_M01_S535	1015_3_01_M03_S_1030A	1015_3_02_F01_S800	1015_3_02_M01_S700	1015_3_02_M03_S_9A	1015_3_03_M01_S530	1015_3_04_F01_S2359	1015_3_04_F01_S700	1015_3_04_M01_S530	1015_3_04_M01_S740	1015_3_05_M01_S620	1015_3_05_M01_S730	1015_3_06_F01_S800	1015_3_06_M01_S605	1015_3_06_M01_S700A	1015_3_06_M01_S700B	1015_3_07_M01_S1310	1015_3_07_M01_S1551	1015_3_07_M01_S600	1015_3_08_F01_S745	1015_3_08_M01_S1730	1015_3_08_M01_S540	1015_3_09_F01_S945	1015_3_09_M01_S350	1015_3_1_M02_S	1015_3_10_F01_S800	1015_3_10_M01_S1420	1015_3_10_M01_S435	1015_3_10_M01_S720	1015_3_10_M01_S910	1015_3_11_F01_S800	1015_3_11_M01_S1000	1015_3_11_M01_S805	1015_3_12_F01_S730	1015_3_12_M01_S540	1015_3_13_F01_S800	1015_3_13_M01_S1325	1015_3_13_M01_S450	1015_3_13_M01_S700	1015_3_13_M01_S840	1015_3_14_F01_S800	1015_3_14_M01_S1150	1015_3_15_F01_S815	1015_3_15_M01_S1017	1015_3_15_M01_S1100	1015_3_16_F01_S730	1015_3_16_M01_S1100	1015_3_16_M01_S350	1015_3_16_M01_S640	1015_3_17_F01_S915	1015_3_17_M01_S600	1015_3_18_F01_S1500	1015_3_18_M01_S1208	1015_3_18_M01_S1520	1015_3_18_M01_S2120	1015_3_18_M01_S720	1015_3_18_M03_S_7P	1015_3_19_F01_S800	1015_3_19_M01_S310	1015_3_19_M01_S730	1015_3_19_M01_S841	1015_3_19_M03_S_2A	1015_3_20_F01_S700	1015_3_20_M03_S_OBK	1015_3_21_F01_S800	1015_3_21_M01_S900	1015_3_21_M03_S_5P	1015_3_22_F01_S715	1015_3_22_M01_S1243	1015_3_22_M01_S1800	1015_3_22_M01_S400	1015_3_23_F01_S715	1015_3_23_M01_S0010	1015_3_23_M01_S500	1015_3_23_M03_S_8A	1015_3_24_M01_S726	1015_3_25_M01_S700	1015_3_25_M01_S830	1015_3_25_M01_S940	1015_3_26_M01_S100	1015_3_26_M01_S1437	1015_3_26_M01_S1700	1015_3_26_M01_S730	1015_3_26_M03_S_12P	1015_3_27_F01_S730	1015_3_27_M01_S1317	1015_3_27_M01_S1634	1015_3_27_M01_S700	1015_3_27_M01_S930	1015_3_27_M03_S_11A	1015_3_28_M01_S1532	1015_3_28_M01_S1843	1015_3_28_M01_S838	1015_3_28_M03_S	1015_3_29_M01_S1230	1015_3_29_M01_S630	1015_3_29_M03_S_10A	1015_3_30_F01_S900	1015_3_30_M01_S1324	1015_3_30_M01_S1930	1015_3_30_M01_S2350	1015_3_30_M01_S800	1015_3_30_M03_S_	1015_3_30_M03_S_8P	1015_3_31_F01_S1200	1015_3_31_M01_S133	1015_3_31_M01_S2000	1015_3_31_M01_S734	1015_3_31_M01_S900	1015_3_31_M03_S_12P	1015_3_4_M02_S	1015_3_5_M02_S	1015_3_6_M02_S	1015_3_8_M02_S	1015_4_01_F01_S1100	1015_4_01_M01_S130	1015_4_01_M01_S630	1015_4_01_M01_S836	1015_4_01_M03_S_10A	1015_4_02_M01_S1310	1015_4_02_M01_S515	1015_4_02_M03_S_7A	1015_4_03_F01_S800	1015_4_03_M01_S1706	1015_4_03_M01_S521	1015_4_03_M01_S630	1015_4_04_M03_S_4P	1015_4_05_M03_S_2P	1015_4_06_M01_S1310	1015_4_06_M03_S_430P	1015_4_07_M01_S1553	1015_4_07_M01_S635	1015_4_07_M03_S_10A	1015_4_08_M01_S1956	1015_4_08_M01_S605	1015_4_08_M01_S808	1015_4_09_M01_S1030	1015_4_09_M01_S1153	1015_4_09_M01_S550	1015_4_09_M01_S610	1015_4_09_M01_S859	1015_4_10_M01_S1100	1015_4_10_M01_S1400	1015_4_10_M01_S530	1015_4_10_M01_S800	1015_4_10_M03_S	1015_4_11_M01_S1135	1015_4_11_M01_S1500	1015_4_11_M01_S1740	1015_4_11_M01_S1815	1015_4_11_M01_S600	1015_4_11_M01_S650	1015_4_12_M01_S1230	1015_4_12_M01_S1715	1015_4_12_M01_S1820	1015_4_12_M01_S600	1015_4_12_M01_S935	1015_4_12_M03_S_8A	1015_4_13_M01_S600	1015_4_13_M03_S_820A	1015_4_14_M01_S600	1015_4_14_M01_S920	1015_4_14_M03_S_10A	1015_4_15_M01_S1430	1015_4_15_M01_S800	1015_4_15_M03_S_1030A	1015_4_15_M03_S_4P	1015_4_16_M01_S1430	1015_4_16_M01_S1822	1015_4_16_M01_S610	1015_4_16_M01_S705	1015_4_16_M03_S_7P	1015_4_16_M03_S	1015_4_17_M01_S1354	1015_4_17_M01_S540	1015_4_17_M01_S700	1015_4_17_M03_S_11A	1015_4_18_M01_S1430	1015_4_18_M01_S510	1015_4_18_M01_S750	1015_4_18_M03_S_11A	1015_4_19_M01_S500	1015_4_19_M01_S710	1015_4_19_M01_S900	1015_4_19_M03_S_11A	1015_4_20_M01_S1100	1015_4_20_M01_S1300	1015_4_20_M01_S1850	1015_4_20_M01_S500	1015_4_20_M01_S710	1015_4_20_M03_S_8A	1015_4_21_M01_S1007	1015_4_21_M01_S1400	1015_4_21_M01_S844	1015_4_21_M03_S_1P	1015_4_22_M01_S1030	1015_4_22_M01_S700	1015_4_22_M01_S805	1015_4_23_M01_S1000	1015_4_23_M01_S1252	1015_4_23_M01_S1616	1015_4_23_M01_S600	1015_4_23_M03_S_10P	1015_4_23_M03_S_730A	1015_4_23_M03_S_7P	1015_4_24_M01_S1230	1015_4_24_M01_S1519	1015_4_24_M01_S500	1015_4_24_M03_S_2P	1015_4_25_M01_S1330	1015_4_25_M01_S550	1015_4_25_M03_S_2P	1015_4_26_M01_S840	1015_4_26_M03_S_9A	1015_4_27_M03_S_1P	1015_4_28_M03_S_500P	1015_4_29_M03_S_1000P	1015_4_30_M03_S_400P	1015_4_30_M03_S_800A
alpha_rarefaction_10_0.txt	10	0	1.35796	2.72744	2.77634	1.63838	1.90649	1.61846	1.84343	1.91957	1.47826	2.06694	2.21362	1.37186	0.8793	1.81908	2.47715	1.8714	2.79313	2.4107	1.90506	1.27546	1.5827	1.94215	2.49569	1.31725	1.29233	1.95858	3.05033	2.65149	1.32632	1.49193	1.32271	2.14519	2.61904	2.27426	1.39899	1.91099	1.34806	2.13341	1.40037	3.11397	1.50774	1.7703	1.34271	2.65184	2.13467	1.69515	1.508	2.34741	2.36376	2.38341	1.79769	0.80882	2.23536	2.80472	1.28296	1.70999	2.48761	2.7245	1.41027	3.13643	2.25183	1.60526	1.09835	3.04884	2.16073	1.49609	2.31851	2.28252	2.59519	1.12175	1.67214	1.95851	1.71256	1.81943	1.69665	1.1713	2.04762	1.67777	1.48872	1.32726	1.46901	1.9393	2.85469	1.91656	1.84707	2.36306	2.21974	1.94777	2.10062	1.89634	1.57835	0.82273	2.87673	1.43823	2.30706	2.66547	1.47981	1.56746	1.78008	2.25118	1.90507	1.77524	2.20995	1.67877	1.69731	1.34921	2.35597	1.99178	1.43794	2.50251	2.13378	1.84629	3.1009	2.61892	2.7641	2.26028	1.14639	2.16792	1.31416	1.7474	2.51139	2.32363	2.87074	2.12038	2.32716	1.49716	2.46077	1.57978	1.60975	1.93904	1.84566	0.98228	2.48258	1.39297	2.34792	2.30485	1.30655	1.73893	2.57439	1.36501	1.63416	1.15374	1.92684	1.61747	1.83699	2.34887	1.71408	1.05016	2.32043	2.36948	1.62342	1.17651	2.14012	1.99405	1.69732	1.96085	2.9311	2.90953	2.63854	1.86396	2.56324	2.54756	3.08678	1.74754	1.27667	1.20016	2.34715	2.76313	2.75783	3.0068	2.49147	2.33832	2.13581	1.53563	1.73766	2.59664	2.55557	2.04025	1.34896	1.99218	2.68455	1.2753	1.69809	1.13773	1.23259	2.29959	1.55119	2.06108	1.58801	2.19521	1.52027	0.98255	1.94614	1.8147	2.52547	2.46334	3.05756	2.89091	2.4619	1.40856	2.12356	1.91557	1.86612	2.05177	2.22608	1.38492	1.99243	2.21502	1.45954	1.64875	1.94814	1.8847	2.43021	2.1957	2.17157	2.41495	1.55231	1.81586	2.74022	1.71681	2.29704	1.87153	0.98448	1.90026	3.01868	1.62468	1.32344	2.12996	0.86905	2.12131	2.45534	1.99545	3.12108	2.07505	2.47032	1.00725	2.7972	1.82585	2.63766	1.83475	1.66464	2.8119	2.47997	2.10773	2.53927	2.21302	1.22152	2.06037	2.67203	2.5392	2.38164	1.68043	1.67212	1.45096	1.43034	1.52373	1.23449	2.69093	1.45766	1.91077	1.92764	2.25718	1.35706	1.77463	2.0462	1.47707	1.07052	2.32523	2.61806	1.50975	1.99554	2.38874	1.9997	2.43261	1.94884	1.98676	2.29966	2.30124	1.34319	1.6961	1.52831	2.00096	1.29002	2.46034	1.95136	1.09781	1.78237	2.02091	1.6394	1.77589	1.72503	2.39102	1.86556	1.42513	1.738	2.09481	1.61066	2.19385	0.90295	2.17369	1.94868	2.16691	2.2275	1.26174	2.84594	1.85878	2.40553	2.22396	1.83151	1.7282	2.00432	2.62212	1.72837	2.42384	1.21419	2.20079	1.50022	1.37334	2.65262	2.96813	1.02457	2.29269	1.68907	1.06545	1.96915	1.22523	2.03159	1.14953	1.75744	2.06012	1.15525	2.363	2.51789	2.19499	1.69273	1.73437	2.27414	2.38781	2.21674	1.97863	2.7402	1.80994	2.12269	2.33389	2.36993	2.40268	1.77883	0.7969	2.4429	2.31365	2.37035	2.84464	3.25075	2.43803	2.26619	2.10659	2.38355	2.08583	2.28198	2.39227	0.98786	1.69831	1.60745	2.58738	2.3633	2.27003	2.40962	1.56887	2.53868	2.04047	2.76964	2.12457	2.3309	1.95721	1.5688	1.41904	2.34239	1.32853	2.35033	1.19812	1.89044	2.11265	2.41341	2.79157	2.26519	1.31847	1.45165	1.74512	2.3245	2.32774	2.30822	1.7136	2.19543	2.41075	2.37251	2.44099	2.51699	1.28779	2.16095	1.65351	1.84335	1.63501	2.06783	1.90767	1.42452	2.077	1.78836	1.56063	1.28005	1.37972	1.87523	1.58664	1.80961	2.24223	1.26972	1.3542	1.89761	2.42115	1.14885	1.82804	2.8972	1.78133	2.57617	2.24788	1.66471	2.26357	1.4847	2.06219	1.99237	1.87241	2.13371	1.28564	2.20584	1.42328	2.43268	2.36735	1.86007	1.07591	2.12759	2.13887	2.08663	2.25971	2.16234	1.84438	1.97082	2.79169	1.99292	1.65054	1.72286	1.03624	1.19366	2.25959	2.23259	2.03766	2.79645	1.55419	1.24691	1.58763	1.56162	2.4917	1.91808	2.05621	2.2465	1.26231	1.32952	1.62804	2.01853	1.97984	1.4774	1.93345	1.30801	2.37053	1.58486	1.34459	1.3651	2.38054	2.46035	1.61966	1.69549	2.1404	1.97915	2.11411
alpha_rarefaction_10_1.txt	10	1	1.40688	1.62388	3.01052	1.99622	2.24766	0.86882	2.00413	2.00437	1.62519	1.84647	2.55041	2.01897	1.25021	2.67964	2.76892	1.85397	1.96522	3.09792	1.5386	1.25016	2.79492	2.10285	2.61125	3.01522	1.03722	1.15002	1.95653	3.34892	2.26106	1.55187	1.50759	1.93712	2.02274	1.91922	2.3776	1.9182	1.54975	1.82469	2.61158	2.50866	0.7702	1.73603	1.5919	1.85624	2.49536	1.74956	1.97164	2.68654	1.98851	1.3556	2.21707	1.02359	2.14319	3.71578	1.90263	2.75002	1.69857	2.45677	1.48473	2.73713	1.1975	1.39403	1.29226	1.77366	2.58518	2.70702	1.51681	2.04852	2.58723	1.4292	1.46503	2.44474	1.64082	1.69544	1.73458	1.49062	1.58252	2.05709	1.31228	1.4922	1.89999	2.07746	1.79221	1.74883	1.1866	2.14353	2.07436	1.61226	1.37552	2.87909	1.10014	1.75918	1.67725	2.00954	2.11849	1.7105	2.04741	1.1691	1.7672	1.59732	2.21115	1.80219	1.33286	1.48228	1.26936	1.816	2.27675	1.92838	2.19124	2.2904	1.73338	1.85808	3.03328	2.91793	2.33726	2.38684	1.02426	1.87683	1.9793	1.31716	2.72133	2.34634	2.32563	2.32077	1.56567	1.46139	1.97323	1.96142	2.41814	2.42511	1.96421	1.33366	2.18984	1.74648	2.07223	1.98445	0.64216	2.35094	2.8094	1.73856	1.59069	1.78818	2.87093	2.40985	2.32624	2.14912	1.64661	0.93169	1.91199	1.76779	1.97423	1.31136	1.96336	2.49046	2.09303	2.74195	3.09887	2.96214	2.35244	1.6753	1.48274	2.49564	2.02127	1.2776	1.69047	1.46508	2.37277	2.7075	2.36246	2.78328	2.38766	2.0929	1.86381	1.04002	2.24378	2.72993	2.72703	2.94618	1.63905	2.55216	2.28892	1.79033	2.14507	1.36658	1.5303	2.79752	2.52265	2.36463	2.31319	2.60788	0.90953	1.75339	2.64779	3.01047	2.40387	2.85709	2.55364	2.82162	2.51648	2.49305	2.02005	2.53567	2.43767	1.75211	2.77508	2.06324	2.08452	1.16486	2.13053	2.22654	2.25936	1.61383	1.67534	2.00319	1.89145	1.6551	1.41217	0.98206	2.58409	2.25828	2.10932	2.38305	1.89488	2.24542	2.29328	1.8753	2.44272	2.29247	1.19289	2.47278	1.47995	2.22838	2.26921	2.20088	2.26476	1.00725	2.86484	3.13246	2.29507	1.77067	1.62568	2.47441	1.82163	2.88017	1.2734	1.8539	1.3968	2.2112	1.63102	1.62972	1.75346	1.99074	2.18884	2.11649	1.68411	1.16239	2.12776	2.02475	1.6848	1.4828	1.67368	2.49964	2.15216	1.43544	2.59889	1.57899	2.41608	2.44961	1.80591	1.44396	1.54061	1.52611	1.45735	2.2869	1.8057	2.39369	1.5612	2.63694	2.51736	2.191	0.94563	2.26985	1.24662	2.14189	1.17735	1.21229	1.47229	2.37963	1.32263	1.8068	1.83216	2.9602	1.10074	0.88969	1.73912	1.92149	1.74381	2.30324	1.57745	2.55072	2.41275	1.60306	2.34834	1.17097	1.93891	1.41739	1.57988	2.78046	1.69046	2.12992	1.55573	1.60435	1.44081	1.88696	1.62223	2.32172	2.03588	1.33909	1.41352	2.34152	1.0853	1.95583	1.83232	1.90577	2.63167	1.37043	1.53543	1.19052	1.94817	2.48771	1.19787	2.35538	1.55763	2.19207	1.33421	2.16981	1.46806	1.92826	2.26533	2.13007	1.72782	1.73079	2.62551	2.12909	2.45195	1.93387	1.54295	0.97198	2.50557	1.28358	2.74846	2.97135	2.71405	2.31556	1.73272	1.92888	2.60226	2.2828	2.43377	2.7502	1.20115	2.13069	1.9535	2.21517	1.70634	1.52147	1.94964	1.23072	1.37392	1.58127	2.32945	2.84659	1.93609	2.22995	1.49816	2.02549	2.45736	1.96474	2.67921	1.97563	1.82021	1.48463	3.46446	2.43269	1.78002	1.26788	1.42282	2.14986	2.83562	2.52032	2.14923	2.30159	2.71063	2.13309	2.69215	1.76994	2.15164	1.71539	2.84559	2.10941	1.7999	1.91421	1.77616	1.71194	1.83547	1.86154	2.14933	1.33863	1.40527	2.06719	1.26929	2.34454	2.05529	1.67884	2.40204	2.09815	2.00968	2.04926	1.06877	1.4444	2.46031	1.37622	1.92196	1.72331	2.19301	2.83239	1.91524	1.55474	1.93212	1.66505	1.38033	1.92333	1.7733	1.95036	2.74677	1.75272	1.99051	2.30735	1.56527	2.27877	2.04946	2.11975	1.96146	1.83891	2.16275	2.1084	2.52589	2.03694	2.19057	1.84432	1.97096	1.56173	1.39453	2.42371	2.00052	2.24309	2.79183	1.51097	1.8289	1.78125	1.81915	1.50308	1.82458	1.5559	2.01517	1.74813	1.83109	2.74009	1.54633	1.95009	1.60622	2.43512	2.26521	1.80002	1.67536	1.46529	2.11246	1.85778	1.64785	1.65576	2.23386	1.96698
alpha_rarefaction_10_2.txt	10	2	1.71651	1.82446	2.95438	1.83075	1.79643	2.07011	1.74557	1.87053	2.58084	1.9065	2.43699	1.35102	1.17987	1.56318	2.29473	1.91274	1.95359	2.92435	1.84275	2.09538	2.61045	2.30568	1.9421	2.53944	1.34933	1.9119	2.01391	2.47758	1.79571	1.46508	1.53072	1.68	2.1256	1.70871	1.54579	1.80756	1.44346	2.26144	2.20367	2.41475	1.70825	1.65127	1.27947	1.92997	2.03287	1.62585	2.48463	2.3526	1.31705	3.69892	1.18765	1.26952	2.36889	1.29362	1.69499	2.32053	1.72653	3.0691	1.4041	1.81171	2.11562	1.48068	1.61798	2.41343	2.08911	2.76798	1.75202	2.51805	1.68147	1.6405	1.44647	1.81152	1.33808	1.52248	1.70055	1.16352	2.81908	2.56786	1.51808	1.16568	1.58698	1.89627	2.01764	1.35364	1.24597	2.051	1.71199	2.49233	2.41872	2.52279	1.97281	1.20622	2.00384	2.82071	2.20074	2.15066	1.41589	1.33076	1.51072	1.54327	2.5103	3.11493	2.59428	1.20186	1.9943	1.57093	2.1139	1.33562	2.74134	2.15996	1.36184	1.93603	2.0609	2.26495	3.03172	1.30794	1.04613	1.77521	1.88224	1.24904	2.07842	2.79388	2.06593	1.94023	2.36203	1.32984	1.51837	1.36425	2.04439	2.12315	1.76582	1.17221	2.35845	2.61171	2.11764	2.08001	1.24368	1.92631	2.228	2.55165	1.94626	1.78935	1.85074	1.67969	2.23235	1.45767	2.06638	1.43388	2.16374	1.86335	1.54166	1.85259	1.2954	1.66298	2.06039	2.77143	2.60474	1.53267	2.25399	2.57223	2.46866	2.16288	2.36537	1.9185	1.45712	1.11091	2.55418	3.39224	2.41702	1.61416	2.375	2.11388	2.76696	1.81423	2.39389	3.0788	2.50378	2.36367	1.82654	2.36545	2.06651	2.30594	1.3457	1.71539	1.01269	2.79259	2.48845	2.59978	2.05935	1.93895	0.79958	1.21945	1.9077	1.62118	2.30496	1.63436	2.13952	2.15975	2.69797	2.82285	2.51291	2.35826	2.86647	2.23272	2.28769	2.34241	1.70395	1.5678	2.56409	2.26617	1.42846	1.69	2.24049	2.13595	2.30581	2.35649	2.83229	1.53236	2.09159	2.17474	1.97775	2.44541	1.94795	1.76512	2.33782	1.79758	1.82618	2.40575	1.31096	1.75032	1.59818	2.67143	2.3894	2.40825	2.59446	1.55358	2.67679	2.4728	2.86455	2.68382	2.01478	3.32792	2.73702	2.14492	2.43105	1.75578	1.30557	1.51371	2.62246	2.0747	1.57423	1.24934	1.89598	2.47028	1.48015	1.72494	2.36203	3.07879	2.21719	1.6713	2.04592	2.60528	2.09502	2.71801	2.34355	2.0833	2.27409	1.69202	0.97824	1.61435	1.70032	1.60597	2.30585	2.06308	1.1416	2.24826	2.15553	2.20323	2.43318	1.81365	1.84072	1.93845	1.75367	2.63527	1.28247	1.08896	1.96735	2.10742	1.51505	2.18879	2.19901	1.18727	2.40234	1.38018	1.83807	1.91028	1.70894	2.45881	1.44652	1.33331	1.28759	1.94399	2.14879	1.63149	2.87654	0.98862	1.6149	2.00688	1.57342	2.46448	1.84879	2.11842	1.21514	3.01512	1.39369	2.15207	2.14855	2.21694	1.71073	2.24933	1.24312	2.85208	2.13369	2.68555	2.10465	1.53158	2.69262	0.77745	1.98438	1.63644	1.24127	2.68878	1.91088	1.80969	1.17162	1.92944	1.90608	2.25744	2.20615	2.45454	2.59058	2.45861	1.84246	2.35204	2.31682	2.48167	1.75498	1.41644	2.0269	1.51238	2.50444	2.17978	1.93201	2.64181	2.51488	2.27853	2.29296	1.90336	1.91127	2.50697	1.30459	2.4146	3.33581	3.10063	2.34899	1.66856	1.74136	1.07892	2.1926	2.40619	2.54445	2.37684	2.30477	1.24878	2.02782	2.07699	1.35909	1.52019	2.88078	1.24783	1.62131	1.66731	2.15914	3.35159	2.32198	1.60656	1.67673	1.78868	1.77371	1.93234	1.74309	1.60449	1.96955	2.23402	2.49291	2.14578	1.2917	2.308	1.68098	1.75946	1.43685	2.26529	2.27677	1.89745	1.32128	1.48437	1.67019	1.47191	1.80316	2.05419	1.34989	1.55405	1.73618	1.94713	2.29724	1.9739	1.67461	2.52231	1.56782	1.5158	2.82836	2.06814	2.78678	2.43383	1.90006	2.40185	2.34185	2.36665	2.64017	1.42077	1.77618	1.29808	2.3304	2.16031	2.57275	3.04589	1.77472	1.29815	2.33182	2.17301	2.00402	2.51557	2.0964	2.14932	2.35555	1.43741	1.83399	2.04498	1.41489	1.57569	1.44158	1.94367	1.73334	1.77029	2.35398	2.3972	1.47199	1.50035	2.30009	2.01939	2.02029	1.63345	0.90776	2.29048	1.56909	1.29123	2.70868	1.64167	2.57635	1.74492	1.38417	1.46813	2.23551	1.07119	1.97817	2.25351	1.50646	2.54604	1.71187	2.19368	1.81579	1.4825
