OTUi OTUj pvalue r_coef rand_r_coef skew kurt sd mean_tip_dist_i mean_tip_dist_j i_j_dist anonymized_name
3537197 359872 0.00949905009499996 0.187253325309 4.69532686285e-05 -0.04685404648647399 -0.0923701462884 0.0730150446794 0 0 0.41379 M01
3537197 4468234 0.000799920007999999 0.260932621806 -0.0229156800814 0.0009486995117861926 0.00681707686758 0.0716343171017 0 0 0.51494 M01
3537197 528865 0.00189981001899997 0.268476123291 0.067507796919 -0.08562864981525689 -0.0335324550452 0.0722681459775 0 0 0.9165 M01
359872 125624 0.00429957004299997 0.27547340548 0.0738832805912 0.19308962654494305 0.0581002129376 0.0714019280966 0 0 0.47565 M01
3609545 528865 3.3332221999971e-05 0.340555344675 0.0811630948664 0.00777850506383139 0.149434450274 0.0713265700597 0 0 1.00033 M01
3609545 841635 0.00999900009999999 0.251916822952 0.078994491176 -0.030974487587127106 0.693089455087 0.0713850937944 0 0 0.71893 M01
3709560 4447950 0.00489951004900002 -0.203626643221 -0.014656863882 0.0007570890977448138 0.0653275249986 0.0718170543066 0 0 0.57632 M01
3907189 311947 0.00229977002299997 0.224994794178 -0.0199457801514 0.0540124781602363 -0.0341492267513 0.0730295018363 0 0 0.5934 M01
3907189 3708846 9.99900010000276e-05 -0.455819980915 -0.20677332064 0.4943411176513163 1.05223997541 0.0699463562646 0 0 0.41081 M01
3907189 528865 2.4999375000001e-05 -0.470578762697 -0.219988016999 0.2164332146438805 0.168187983449 0.0693791357642 0 0 1.02614 M01
3907189 841635 0 -0.410626407666 -0.11651559386 0.3859476391771174 0.753093158812 0.0726013580062 0 0 0.74474 M01
3931537 2407149 9.99900010000276e-05 -0.296329559979 -0.0226304574169 0.016788892230979097 -0.0431562540217 0.0730952252585 0 0 0.2735 M01
3931537 3581686 0.000899910009000027 -0.241441253874 -0.0345572895996 0.04193508447135587 -0.0888718898841 0.0719046847756 0 0 0.23595 M01
3931537 4194837 0.00369963003700002 -0.233908082524 -0.0475611634967 0.015229957042291707 -0.107503211334 0.0718638658113 0 0 0.2159 M01
4045886 208479 0.00569943005700002 0.272530193028 0.093728969863 0.012607125096788905 -0.105352130306 0.0716431417609 0 0 0.82113 M01
4045886 4194837 0.00459954004600005 0.26445014041 0.0750694458164 -0.021323006031753855 -0.00415359934852 0.0725465134844 0 0 0.25135 M01
4045886 4476780 0.00969903009700002 0.18982548289 0.0115511494902 0.009009292392347771 -0.0656431766158 0.072790840262 0 0 0.40585 M01
4143073 181432 0.00109989001099997 0.291843421108 -0.0778982462428 0.010936032901024684 -0.0654086315402 0.0724713496314 0 0 0.49462 M01
4143073 3708846 0.00779922007800005 0.197716442625 0.0323632205431 -0.013394183798986662 -0.291084752936 0.0719699064025 0 0 0.41468 M01
4143073 4447950 0.00139986001400005 0.233275537701 0.00286744241947 0.025613566135441426 -0.00318812479569 0.0716585878899 0 0 0.60763 M01
4217963 2407149 0.00809919008100002 -0.192361197263 -0.00269269405089 -0.041649010927682154 -0.0392698450292 0.072693323529 0 0 0.18284 M01
4242681 125624 5.55552500003387e-06 -0.342741138386 0.00270347260962 -0.06477623286902706 -0.0262478114452 0.0723745427543 0 0 0.12326 M01
4242681 1803030 0.00639936006399999 -0.386576823519 -0.215799505394 -0.031071117975144974 -0.00194684851695 0.0685616693474 0 0 0.16547 M01
4242681 181432 0.001199880012 0.220772108203 -0.00792157706443 0.008722839341672721 -0.0454008343262 0.0718757015835 0 0 0.50055 M01
4301511 3708846 0.00619938006200005 0.350960828571 0.149174275272 0.28282393843437637 0.39734290677 0.0699623580087 0 0 0.60156 M01
4301511 4346675 0.00589941005899997 -0.319132922511 -0.148461678358 0.09166070958416223 0.0269859477111 0.0698305477888 0 0 0.78467 M01
4301511 4447950 0.00519948005199999 0.21374734765 0.0276934838407 0.0014518694169247271 -0.038110432108 0.0722934134225 0 0 0.68933 M01
4327141 208479 0.00389961003899997 0.281005078204 0.089874559551 0.10724769614244471 -0.0854248574785 0.0711075264633 0 0 0.81719 M01
4327141 528865 0.000499950005000027 0.263622914142 -0.00181606845371 0.1150967900827075 0.0138604901719 0.0714769868973 0 0 1.09154 M01
4327141 841635 0.00579942005800005 0.208152006217 0.00707834596895 0.12562079862821965 0.260331639379 0.0717416450822 0 0 0.81014 M01
4328550 185420 0.002399760024 0.264615232843 0.0539452750101 -0.006061407140649512 -0.0160666292046 0.0728318132307 0 0 0.37637 M01
4328550 186321 0.00149985001499997 -0.226529122986 -0.00680433369176 -0.03323652275538444 -0.0533438190482 0.0723695178205 0 0 0.36034 M01
4328550 3708846 0.00369963003700002 0.417807010031 0.210440849026 0.3269494860761808 0.280663900709 0.0678630822434 0 0 0.41284 M01
4328550 528865 1.4285510000045e-05 0.517759490376 0.204779447117 0.10427908561230059 0.0207057241207 0.0693271773309 0 0 1.02817 M01
4328550 841635 9.99900010000276e-05 0.450867539778 0.196084223975 0.19269733739594558 0.0494957288755 0.0689806066742 0 0 0.74677 M01
4328550 846127 0.00529947005300002 0.444106166539 0.274495726464 0.0346451217467998 -0.043782392161 0.0675354065103 0 0 0.59725 M01
4346675 528865 0.000899910009000027 0.459003540462 0.228479525773 0.08082785246229221 0.122948073765 0.0687235186467 0 0 1.24392 M01
4346675 841635 0.00169983001700003 0.470672111398 0.240565902381 0.18144693389044017 0.443998321277 0.0670286575112 0 0 0.96252 M01
4365130 185420 0.000299970002999972 -0.270315680832 0.0229394652096 -0.0036622993287303827 -0.0702996621168 0.0728499787441 0 0 0.38782 M01
4365130 4378081 0.00819918008200005 -0.262925366777 -0.0926635606906 0.047927258199706245 0.0349658424756 0.0711898902668 0 0 0.11377 M01
4365130 4453609 0.00619938006200005 -0.202856584421 0.0141062911968 0.03763960832254322 0.0245487846931 0.0724130414496 0 0 0.41462 M01
4365130 528865 0.00839916008399999 -0.248490579397 -0.0810640749164 0.14166762042316852 0.0215843261247 0.073048332521 0 0 0.96482 M01
4426438 1803030 0.00959904009599999 -0.191484479094 -0.0071612351069 0.0551458723896712 0.0524280361924 0.0721309291639 0 0 0.4286 M01
4426438 3907189 0.00389961003899997 0.259039270627 0.070209480944 -0.006867460446494576 -0.00898616725999 0.0712615249755 0 0 0.54567 M01
4447072 185420 3.99991999999738e-05 -0.375131406757 -0.110136789105 0.0186197698487553 -0.0295275352209 0.0711669220607 0 0 0.43114 M01
4447072 208479 9.99900010000276e-05 -0.289605148997 -0.0245635414358 0.02446741882863457 0.0504914548894 0.0727453337255 0 0 0.37411 M01
4447072 3708846 9.99900010000276e-05 -0.404641152458 -0.13176954278 0.11401277718442619 0.345409939023 0.0715286787679 0 0 0.64853 M01
4447072 4378081 0.000299970002999972 -0.310225479551 -0.0718975731828 -0.008963611686072967 -0.0427980722986 0.070980436801 0 0 0.03793 M01
4447072 4453609 0.00329967003300002 -0.294753051367 -0.10606719541 0.049501151316392454 -0.0120198341435 0.0715041036192 0 0 0.45794 M01
4447072 4476780 0.00339966003400005 -0.216761709587 0.012938525957 -0.011331410055353009 0.0104858983967 0.0726778162663 0 0 0.39331 M01
4447072 528865 0.001599840016 -0.236963753243 0.0236351652909 0.024820589529832234 0.0224607517206 0.0715497993476 0 0 1.00814 M01
4447072 846127 0.000499950005000027 -0.417577974775 -0.197164260869 0.11526225954174381 0.0241579026813 0.0698617089666 0 0 0.1574 M01
4447950 1803030 0.00739926007400005 0.205116020732 0.0236015760273 -0.018087079808237417 -0.00734882414031 0.0723008963766 0 0 0.48669 M01
4447950 185420 0.00699930007000005 -0.398819244006 -0.227955166621 0.004141828423578836 -0.0197559081634 0.0703968345803 0 0 0.42104 M01
4447950 28218 0.00349965003499997 0.297767740688 0.109475476569 -0.046539376251372375 0.0197956771823 0.0711658167759 0 0 0.60905 M01
4447950 3609545 0.00549945005499997 0.327035196844 0.154348382464 -0.05483396322807527 -0.0139225047153 0.0708755147503 0 0 0.57795 M01
4447950 3708846 0.00759924007599999 -0.368842889456 -0.196390469501 0.08542109279601658 0.0803910306679 0.0688050011318 0 0 0.63843 M01
4447950 3907189 0.00689931006900002 -0.247731285834 -0.0741437411365 0.02246303427293705 -0.13607494106 0.072308047423 0 0 0.60376 M01
4447950 4378081 0.00729927007300002 -0.214940376538 -0.0419874636498 0.018664293859328884 -0.0594273292491 0.0714767802441 0 0 0.02783 M01
4453609 125624 0.00489951004900002 0.217861510017 0.0325202046446 0.06561110437275555 -0.015841689117 0.0720488753152 0 0 0.35336 M01
4453609 3907189 0.00199980002 -0.223157559999 -0.0136539500818 0.07594423090654721 0.066185158253 0.0725709843453 0 0 0.40114 M01
4453609 4045886 0.00889911008900002 0.197886672412 -0.0261879721436 -0.03885887630507955 -0.0458186806445 0.0728010639044 0 0 0.47048 M01
4453609 4327141 0.00549945005499997 0.212126890476 0.0287621482238 0.0015884077608265162 -0.014632802593 0.0721932484605 0 0 0.46654 M01
4467447 208479 0.000399960004 -0.293391393754 0.0421110486673 0.19847411894034594 0.0386753287201 0.0721969073471 0 0 0.36402 M01
4468234 185420 0.002799720028 -0.353565297112 -0.149606059562 0.002755391978980562 -0.0161762554303 0.0714040094681 0 0 0.44186 M01
4468234 2582660 0.00429957004299997 0.232238385555 0.0433879579937 0.024365391688410388 -0.0276251363837 0.0720684516352 0 0 0.61878 M01
4468234 315846 0.00299970003000005 -0.272568990125 -0.0799899068852 0.04237496037555424 -0.0312763458044 0.0722280790212 0 0 0.51754 M01
4468234 3708846 1.66663889999974e-05 -0.418451619401 -0.172073608543 -0.03623819965658632 -0.377504691681 0.0697038308152 0 0 0.65925 M01
4468234 528865 0.00139986001400005 -0.408223161421 -0.202648790399 0.0005596685161990082 -0.0584630946511 0.069767475177 0 0 1.01886 M01
4468234 841635 0.00589941005899997 -0.397786056327 -0.2319722559 -0.010078100549370757 -0.215813531648 0.0683035693769 0 0 0.888 M01
4468234 846127 0.00339966003400005 -0.468608102723 -0.288167312273 0.0620397733583599 -0.0211886509686 0.067265117536 0 0 0.16812 M01
145236 175036 9.99900010000276e-05 -0.498120833249 -0.205463321005 0.5926552800604048 0.761558707004 0.101511523695 0 0 0.42336 M02
145236 4217963 0.00109989001099997 -0.613207312335 -0.397140673593 0.7398372898785001 1.16693776726 0.0910374512804 0 0 0.42042 M02
145236 4308835 0.00129987001300003 -0.709365276783 -0.536656575072 0.8960590850637142 1.57246497881 0.0765010064487 0 0 0.44023 M02
145236 4328550 0.00139986001400005 -0.63517258351 -0.424555344179 0.7359429407794165 1.25494471892 0.088774762544 0 0 0.47432 M02
145236 4434579 0.000299970002999972 -0.559469657692 -0.267083644478 0.8690605409256557 2.07464063132 0.102238513136 0 0 0.93965 M02
145236 4481613 0.00439956004399999 -0.378941703295 -0.157323522982 0.8449801302213883 1.45267418533 0.105950950674 0 0 0.57271 M02
173876 3609545 0.00289971002900002 -0.591853316119 -0.411572063107 1.4921301238308071 4.6847442584 0.0944088024839 0 0 0.57016 M02
173876 4434579 0.00509949005099997 -0.516100559544 -0.322103814249 1.6448095930834723 5.71887202328 0.0978493940218 0 0 1.06333 M02
211720 175036 2.4999375000001e-05 -0.557572484212 -0.272521280435 0.5787623441036174 0.53215150929 0.098833931472 0 0 0.53197 M02
211720 176312 0.00529947005300002 -0.68964212056 -0.528237724157 0.594151463074449 0.868191271338 0.0776699438334 0 0 0.51975 M02
211720 2582660 0.00269973002699997 -0.660729011416 -0.477017596737 0.6776397921860261 0.927973970549 0.0827660567 0 0 0.5751 M02
211720 3609545 0.00269973002699997 -0.625669306785 -0.430849034695 0.7405451645830353 0.981482852788 0.0880713138826 0 0 0.55509 M02
211720 4217963 0.00429957004299997 -0.612715686035 -0.42880025322 0.7261439094842048 1.09986373882 0.0873931756063 0 0 0.52903 M02
211720 4327141 0.000899910009000027 -0.676347684325 -0.475546524568 0.5968356771873645 0.70865395493 0.082328839702 0 0 0.6463 M02
211720 4328550 0.000199980002000055 -0.586544484252 -0.3464862471 0.7207249921990804 1.10675890682 0.0943965649337 0 0 0.58293 M02
211720 798581 0.00919908009199999 -0.337145699899 -0.120291842226 0.39942277172890467 0.275062145229 0.104645314452 0 0 0.59969 M02
2771899 175036 0.000199980002000055 -0.386564575268 -0.0181524441343 0.21783320065074133 0.00761813450536 0.103183244358 0 0 0.2584 M02
2771899 3609545 0.000999900010000054 -0.39272092613 -0.125481432504 0.33406743289147034 0.0319527634825 0.101516952593 0 0 0.28152 M02
2771899 4308835 0.00589941005899997 -0.562614987526 -0.389715974341 0.5374021754817051 0.0731899537093 0.0895439044493 0 0 0.07821 M02
2771899 4328550 0.00329967003300002 -0.384223909076 -0.144814488309 0.332833687109329 0.0575320002322 0.101020609364 0 0 0.30936 M02
2771899 4434579 0.00569943005700002 -0.392112161861 -0.17465268598 0.3270138960125299 0.0443864030368 0.100001703391 0 0 0.87987 M02
2771899 4481613 0 -0.519022416609 -0.158473583959 0.31339865522500837 0.0684346936062 0.102625434889 0 0 0.60363 M02
3138798 4434579 0.00449955004500002 -0.371657955609 -0.123526201832 0.2860876047482584 0.0865410533027 0.10266989974 0 0 1.09918 M02
3138798 4481613 0.002399760024 -0.420441586693 -0.159920069775 0.22502839343597608 -0.0577709339589 0.102589710524 0 0 0.73224 M02
315846 175036 0.00589941005899997 -0.292431984984 -0.0385414176955 0.7805238926177914 0.712310830292 0.10302337298 0 0 0.47589 M02
4300690 175036 0.000199980002000055 -0.420220323664 -0.0749854168979 0.5497626235598884 0.50542799176 0.104402282323 0 0 0.5562 M02
